"","Alphaproteobacteria","Verrucomicrobiae","Actinobacteria","Deltaproteobacteria","Subgroup_6","MB-A2-108","Gammaproteobacteria","Thermoleophilia","KD4-96","Entotheonellia","NC10","Acidimicrobiia","Bacteria_unclassified","Bacteroidia","Blastocatellia_(Subgroup_4)","Bacilli","Clostridia","Actinobacteria_unclassified","Dehalococcoidia","Subgroup_5","Chloroflexia","Nitrospira","TK10","Planctomycetacia","Holophagae","Negativicutes","Gitt-GS-136","Subgroup_18","Acidobacteriia","Babeliae","Campylobacteria","Phycisphaerae","Planctomycetes_unclassified","Subgroup_11","Gemmatimonadetes","S0134_terrestrial_group","Subgroup_17","Rubrobacteria","Anaerolineae","Oxyphotobacteria","Chlamydiae","Latescibacteria_cl","Deinococci","FBP_cl","BRC1_cl","Subgroup_25","Erysipelotrichia","Pla3_lineage","Thermoanaerobaculia","Subgroup_22","OM190","uncultured","Ignavibacteria","OLB14","Proteobacteria_unclassified","JG30-KF-CM66","Chloroflexi_unclassified","BD2-11_terrestrial_group","Ktedonobacteria","Fibrobacteria","Pla4_lineage","Coriobacteriia","Acidobacteria_unclassified","Saccharimonadia","vadinHA49","Melainabacteria","Lineage_IIa","WPS-2_cl","Fimbriimonadia","0319-7L14","AD3","Firmicutes_unclassified","Cyanobacteria_unclassified","RsaHf231_cl","Armatimonadia","Bacteroidetes_unclassified","Fusobacteriia","Sericytochromatia","Lineage_IIb","Gracilibacteria","Mollicutes","Subgroup_9","Chthonomonadetes","Subgroup_15","AT-s3-28","Hydrogenedentia","Synergistia","Longimicrobia","Latescibacteria","Microgenomatia","WS2_cl","Spirochaetia","BD7-11","P2-11E","GAL15_cl","Subgroup_20","Elusimicrobia","Lentisphaeria","uncultured.1","Armatimonadetes_unclassified","BRH-c20a","Parcubacteria","Kiritimatiellae","FCPU426_cl","Omnitrophia","Lineage_IIc","Omnitrophicaeota_cl","Leptospirae","Berkelbacteria","ABY1"
"WIN_E75_IN1",383.952744277627,99.6800393797686,499.015505783904,96.295840511937,89.2197883337436,14.4597587989171,3195.9143490032,219.665271966527,28.9195175978341,5.5377799655427,8.6143243908442,54.4548363278366,17.2286487816884,616.231848387891,25.5353187300025,2400.31996062023,1955.1439822791,5.84543440807285,3.6918533103618,2.76888998277135,47.6864385921733,2.4612355402412,5.23012552301255,73.5294117647059,0.6153088850603,8.30666994831405,5.5377799655427,0,7.3837066207236,0.30765444253015,7.3837066207236,11.0755599310854,0.92296332759045,0.92296332759045,3.0765444253015,0.30765444253015,3.6918533103618,0.30765444253015,8.30666994831405,1.53827221265075,3.6918533103618,0.6153088850603,0,0,1.53827221265075,0.6153088850603,56.9160718680778,0,0.30765444253015,0,1.53827221265075,0.30765444253015,1.53827221265075,0,11.3832143736156,0.92296332759045,1.8459266551809,0,1.53827221265075,0.30765444253015,0,0,0,0.30765444253015,0.30765444253015,0.6153088850603,0,0.30765444253015,0.6153088850603,0.30765444253015,0,0.30765444253015,0,0,0.92296332759045,0,0,0.30765444253015,0,0,0,0,0.6153088850603,0,0,0.30765444253015,0,0.6153088850603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30765444253015,0,0,0,0,0,0,0,0
"WIN_E75_IN2",1396.51086428918,471.975558918425,1001.91302858122,272.677954487051,504.24007081061,77.6632498643748,1905.89041487023,853.153641892471,188.733118236587,27.6960854295749,53.1079576278446,254.689775290523,37.975044970448,455.700539645376,81.946149673072,137.623847186135,1018.47357450818,32.5500385460983,17.4171258887017,18.2737058504411,63.1013905148046,6.85263969391543,41.4013648174057,359.76358393056,9.99343288696,421.722867829712,23.1276589669646,0.856579961739428,18.5592325043543,1.998686577392,1.71315992347886,46.2553179339291,5.996059732176,2.56973988521828,26.2684521600091,4.28289980869714,23.4131856208777,11.1355395026126,26.8395054678354,1.42763326956571,8.28027296348114,1.14210661565257,0,0,2.56973988521828,0.285526653913143,2.28421323130514,0.285526653913143,5.42500642434971,1.71315992347886,11.4210661565257,5.13947977043657,1.42763326956571,4.85395311652343,6.56711304000228,3.71184650087086,4.28289980869714,1.998686577392,5.996059732176,3.71184650087086,0.856579961739428,0,0,3.997373154784,2.28421323130514,1.14210661565257,0.856579961739428,0.571053307826286,1.14210661565257,0.285526653913143,0.285526653913143,0.285526653913143,0,0,0.571053307826286,0,0,1.71315992347886,0.571053307826286,0.856579961739428,0,0,0.856579961739428,0,0,0.856579961739428,0,1.14210661565257,0,0.571053307826286,0.285526653913143,0,0.571053307826286,0,0,0,0.285526653913143,0,0,0,0,1.71315992347886,0.285526653913143,0,0.285526653913143,0,0,0.285526653913143,0,0.285526653913143
"WIN_E75_IN3",1061.1333988682,316.427110178273,2290.70910491777,312.973245835437,489.917372937644,64.8263768963044,1555.30168176625,616.381944259943,95.1141103642499,26.0368235075321,80.2359255028029,177.741172719785,39.320917133824,820.425622359786,70.405696219347,720.263556417546,528.972608198943,37.1954621536173,18.3320492042828,16.4722760966019,59.7784213183134,11.9556842636627,30.8190972129972,276.574829299397,10.6272749010335,14.0811392438694,25.7711416350062,3.71954621536173,14.6125029889211,3.45386434283589,0.531363745051675,30.8190972129972,8.76750179335264,3.45386434283589,14.3468211163952,5.84500119556843,32.1475065756263,8.76750179335264,20.4575041844895,0.797045617577513,3.45386434283589,2.65681872525838,0,1.59409123515503,2.39113685273254,2.1254549802067,4.51659183293924,1.32840936262919,9.56454741093015,2.92250059778421,11.424320518611,1.59409123515503,1.59409123515503,5.04795557799091,2.39113685273254,2.65681872525838,4.2509099604134,1.59409123515503,2.92250059778421,0.531363745051675,0.797045617577513,1.06272749010335,0.265681872525838,4.2509099604134,0.265681872525838,0.265681872525838,0.797045617577513,0.531363745051675,0.797045617577513,0.265681872525838,0,0,0.265681872525838,0.265681872525838,0.797045617577513,0.531363745051675,0,1.85977310768086,0.265681872525838,2.39113685273254,0,0,1.06272749010335,0,0,0.265681872525838,0,1.32840936262919,0.265681872525838,0,0,0,0,0,0,0,0.531363745051675,0,0,0,0,0.797045617577513,0,0,0,0,0,0,0,0
"WIN_F94",1239.65396305822,708.440495674538,612.111292962357,525.134440028057,1297.63853168108,224.924012158055,771.56885667524,1383.2125321487,239.420154313771,62.6607435118073,219.78021978022,337.152209492635,105.681552490063,389.992985737667,268.412438625205,23.8484919335983,2.80570493336451,66.40168342296,55.6464811783961,86.9768529342997,109.422492401216,29.9275192892214,77.624503156418,329.202712181436,61.2578910451251,0,42.0855740004676,12.6256722001403,69.2073883563245,12.6256722001403,0,94.9263502454992,14.0285246668225,17.7694645779752,75.2864157119476,13.0932896890344,60.3226560673369,12.1580547112462,54.2436287117138,4.20855740004676,6.54664484451719,33.20084171148,0,0,3.27332242225859,9.35234977788169,0,2.80570493336451,19.6399345335516,12.1580547112462,47.2293663783026,8.88473228898761,6.54664484451719,10.7552022445639,10.7552022445639,11.222819733458,5.61140986672902,3.27332242225859,17.3018470890811,1.40285246668225,9.81996726677578,0,1.40285246668225,3.74093991115268,11.6904372223521,1.40285246668225,3.74093991115268,0,4.20855740004676,0.467617488894085,6.54664484451719,0,0,0,1.87046995557634,0.935234977788169,0,2.80570493336451,3.27332242225859,1.87046995557634,0,0,3.27332242225859,0,0.935234977788169,0.467617488894085,0,2.80570493336451,0,0,0.935234977788169,0,0.467617488894085,0.467617488894085,0,1.40285246668225,2.80570493336451,0,0,0,0,6.54664484451719,1.87046995557634,0,1.40285246668225,0.467617488894085,0,0,0,0.467617488894085
"WIN_F94_CONINT",1382.58634179054,714.951007786595,867.702395588838,483.215975559778,1148.61592340077,196.341417979956,649.007115979285,1597.55597779516,267.501210834172,64.0810700048433,158.339853209642,366.603330725383,73.7677433776685,346.112290898253,223.166051935472,104.69058529861,9.31410901233188,63.3359412838568,33.1582280839015,43.9625945382065,79.3562087850676,25.3343765135427,64.0810700048433,455.646212883276,31.6679706419284,0.74512872098655,51.7864461085653,5.58846540739913,57.3749115159644,4.4707723259193,0.372564360493275,79.7287731455609,12.6671882567714,10.804366454305,50.6687530270854,5.58846540739913,53.2767035505384,20.8636041876234,40.9820796542603,0.74512872098655,5.9610297678924,7.45128720986551,0,0,3.72564360493275,2.23538616295965,0.74512872098655,1.4902574419731,9.68667337282516,3.72564360493275,28.6874557579822,6.33359412838568,2.60795052345293,10.0592377333184,5.58846540739913,7.82385157035878,4.4707723259193,3.35307924443948,7.07872284937223,2.23538616295965,2.9805148839462,0,0.372564360493275,1.86282180246638,5.58846540739913,4.4707723259193,3.35307924443948,0,0.74512872098655,0.372564360493275,0,0,0,0,1.11769308147983,0.74512872098655,0,1.4902574419731,0.372564360493275,1.86282180246638,0,0,1.11769308147983,0,1.11769308147983,0,0,6.33359412838568,0,0,0,0,0.372564360493275,0,0,0,0.372564360493275,0,0.74512872098655,0,0,2.60795052345293,0.74512872098655,0,0.372564360493275,0,0.372564360493275,0,0,0.74512872098655
"WIN_F94_CORE1",1306.11270296084,885.864374403056,656.638013371538,432.187201528176,585.004775549188,176.695319961796,1626.07449856734,1055.39637058262,143.266475644699,45.3677172874881,217.287488061127,191.021967526266,109.837631327603,403.533906399236,241.16523400191,202.960840496657,374.880611270296,35.8166189111748,38.2043935052531,83.5721107927412,114.613180515759,14.3266475644699,47.7554918815664,389.207258834766,33.4288443170965,198.1852913085,14.3266475644699,9.55109837631328,47.7554918815664,9.55109837631328,11.9388729703916,50.1432664756447,11.9388729703916,11.9388729703916,47.7554918815664,2.38777459407832,19.1021967526266,0,19.1021967526266,0,14.3266475644699,11.9388729703916,0,0,0,9.55109837631328,4.77554918815664,2.38777459407832,2.38777459407832,2.38777459407832,14.3266475644699,7.16332378223496,4.77554918815664,2.38777459407832,2.38777459407832,11.9388729703916,16.7144221585482,0,9.55109837631328,0,2.38777459407832,0,0,2.38777459407832,0,0,0,0,0,2.38777459407832,0,0,0,0,0,0,0,0,0,0,4.77554918815664,0,0,0,0,0,0,0,0,0,0,0,0,2.38777459407832,0,2.38777459407832,0,0,0,0,0,2.38777459407832,0,0,0,0,0,0,0,0
"WIN_F94_CORE2",1393.63774074876,1077.68881194547,588.617182428046,512.876000865613,941.354685133088,238.04371348193,612.421553776239,1378.48950443627,183.942869508764,103.873620428479,307.292793767583,300.800692490803,103.873620428479,194.763038303398,257.52001731227,149.318329365938,242.371780999784,49.7727764553127,69.2490802856525,97.3815191516988,93.0534516338455,8.65613503570656,88.7253841159922,499.891798312054,25.9684051071197,4.32806751785328,12.9842025535598,19.4763038303398,38.9526076606795,15.1482363124865,6.49210127677992,56.2648777320926,10.8201687946332,17.3122700714131,47.6087426963861,6.49210127677992,43.2806751785328,4.32806751785328,34.6245401428262,0,8.65613503570656,25.9684051071197,0,0,0,15.1482363124865,2.16403375892664,4.32806751785328,12.9842025535598,8.65613503570656,21.6403375892664,2.16403375892664,0,4.32806751785328,4.32806751785328,8.65613503570656,8.65613503570656,0,19.4763038303398,0,2.16403375892664,0,2.16403375892664,4.32806751785328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16403375892664,0,0,0,0,0,0,0,0,2.16403375892664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16403375892664,0,0,0
"WIN_F94_CORE3",1268.08510638298,636.170212765957,1123.40425531915,508.510638297872,906.382978723404,217.021276595745,834.042553191489,1268.08510638298,146.808510638298,114.893617021277,178.723404255319,308.510638297872,146.808510638298,400,193.617021276596,182.978723404255,106.382978723404,76.5957446808511,70.2127659574468,44.6808510638298,72.3404255319149,23.4042553191489,70.2127659574468,434.042553191489,36.1702127659574,12.7659574468085,31.9148936170213,21.2765957446809,25.531914893617,12.7659574468085,2.12765957446809,65.9574468085106,19.1489361702128,10.6382978723404,44.6808510638298,12.7659574468085,85.1063829787234,0,34.0425531914894,0,2.12765957446809,36.1702127659574,0,0,0,12.7659574468085,4.25531914893617,2.12765957446809,19.1489361702128,19.1489361702128,61.7021276595745,17.0212765957447,4.25531914893617,12.7659574468085,2.12765957446809,17.0212765957447,6.38297872340426,2.12765957446809,8.51063829787234,6.38297872340426,6.38297872340426,0,2.12765957446809,0,2.12765957446809,0,0,0,0,4.25531914893617,0,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_F94_IN1",827.501749475157,50.7347795661302,1301.60951714486,164.45066480056,82.2253324002799,5.24842547235829,2286.56403079076,134.709587123863,12.2463261021694,1.74947515745276,8.74737578726382,41.9874037788663,26.2421273617915,1686.49405178446,6.99790062981106,841.49755073478,2141.35759272218,5.24842547235829,0,8.74737578726382,54.2337298810357,1.74947515745276,8.74737578726382,40.2379286214136,1.74947515745276,40.2379286214136,0,0,1.74947515745276,0,0,1.74947515745276,1.74947515745276,0,3.49895031490553,0,5.24842547235829,0,6.99790062981106,0,3.49895031490553,0,0,0,0,0,129.461161651505,0,0,0,1.74947515745276,0,0,0,1.74947515745276,0,0,0,0,0,0,3.49895031490553,1.74947515745276,1.74947515745276,0,1.74947515745276,0,0,0,0,0,31.4905528341498,0,12.2463261021694,0,0,3.49895031490553,0,0,0,5.24842547235829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_F94_IN2",729.63438101347,192.431045542014,869.14688903143,166.773572803079,176.39512508018,52.9185375240539,1545.86273252085,508.338678640154,88.1975625400898,6.4143681847338,32.071840923669,96.2155227710071,22.4502886465683,1473.70109044259,41.6933932007697,1095.2533675433,2293.13662604233,35.2790250160359,11.2251443232842,8.01796023091726,24.0538806927518,0,19.2431045542014,141.116100064144,1.60359204618345,158.755612572162,16.0359204618345,0,8.01796023091726,0,8.01796023091726,16.0359204618345,4.81077613855035,1.60359204618345,16.0359204618345,1.60359204618345,4.81077613855035,6.4143681847338,3.2071840923669,3.2071840923669,4.81077613855035,0,0,1.60359204618345,0,0,51.3149454778704,0,0,1.60359204618345,6.4143681847338,3.2071840923669,0,3.2071840923669,3.2071840923669,1.60359204618345,0,0,1.60359204618345,0,0,9.62155227710071,0,0,3.2071840923669,0,0,0,0,0,0,9.62155227710071,0,1.60359204618345,0,0,4.81077613855035,1.60359204618345,0,0,9.62155227710071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60359204618345,0,0,0,0,0,0,0,0,0
"WIN_F94_IN3",1002.16578066549,159.480212640283,1951.17149045088,106.320141760189,126.009056900965,31.5022642252412,3213.2309509746,242.173656231542,66.9423114786375,7.8755660563103,29.5333727111636,86.6312266194133,15.7511321126206,1976.76708013388,13.782240598543,110.257924788344,513.880685174247,21.6578066548533,9.84445757038787,3.93778302815515,33.4711557393188,7.8755660563103,11.8133490844654,92.537901161646,7.8755660563103,68.9112029927151,5.90667454223272,0,0,0,1.96889151407757,15.7511321126206,1.96889151407757,1.96889151407757,5.90667454223272,3.93778302815515,1.96889151407757,3.93778302815515,9.84445757038787,0,3.93778302815515,0,0,0,0,1.96889151407757,11.8133490844654,1.96889151407757,0,0,0,0,0,1.96889151407757,0,0,0,0,1.96889151407757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96889151407757,0,0,0,1.96889151407757,0,0,7.8755660563103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_G110",1329.99642474079,1179.83553807651,518.412584912406,547.014658562746,1161.95924204505,293.171254915981,339.649624597783,1512.33464426171,203.78977475867,92.9567393636039,336.074365391491,271.719699678227,132.284590632821,92.9567393636039,225.241329996425,185.913478727208,3.57525920629246,42.9031104755095,78.655702538434,139.435109045406,92.9567393636039,35.7525920629246,67.9299249195567,500.536288880944,35.7525920629246,3.57525920629246,28.6020736503396,3.57525920629246,46.4783696818019,17.8762960314623,0,96.5319985698963,21.4515552377547,25.0268144440472,64.3546657132642,10.7257776188774,50.0536288880944,0,32.1773328566321,0,7.15051841258491,32.1773328566321,0,0,0,10.7257776188774,0,3.57525920629246,3.57525920629246,7.15051841258491,39.327851269217,7.15051841258491,3.57525920629246,0,7.15051841258491,0,10.7257776188774,3.57525920629246,17.8762960314623,0,3.57525920629246,0,3.57525920629246,0,0,0,7.15051841258491,0,0,3.57525920629246,0,0,0,0,0,0,0,0,0,3.57525920629246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57525920629246,0,0,0,0,0,0,0
"WIN_G110_CONINT",1221.46457159798,720.426919656093,764.897717165728,598.873406463089,1248.14705010377,130.44767269493,794.544915505485,1286.68840794545,340.942780907204,41.5060776756597,121.553513193003,418.025496590572,59.2943966795138,314.260302401423,195.671509042395,74.1179958493922,5.92943966795138,53.3649570115624,50.4002371775867,47.435517343611,88.9415950192707,29.6471983397569,85.976875185295,566.261488289357,17.7883190038541,0,74.1179958493922,8.89415950192707,88.9415950192707,5.92943966795138,0,91.9063148532464,17.7883190038541,0,50.4002371775867,5.92943966795138,47.435517343611,14.8235991698784,56.3296768455381,2.96471983397569,2.96471983397569,5.92943966795138,0,0,2.96471983397569,8.89415950192707,0,0,35.5766380077083,8.89415950192707,59.2943966795138,5.92943966795138,8.89415950192707,14.8235991698784,14.8235991698784,11.8588793359028,8.89415950192707,2.96471983397569,5.92943966795138,2.96471983397569,0,0,0,0,0,5.92943966795138,0,0,0,0,0,0,2.96471983397569,0,0,0,0,2.96471983397569,0,0,0,0,2.96471983397569,0,2.96471983397569,0,0,17.7883190038541,5.92943966795138,0,0,0,0,0,0,0,5.92943966795138,0,0,0,0,8.89415950192707,0,0,0,0,0,0,0,0
"WIN_G110_CORE1",1149.42528735632,534.732633683158,532.233883058471,242.378810594703,377.311344327836,242.378810594703,997.001499250375,1094.45277361319,172.413793103448,7.49625187406297,129.935032483758,264.867566216892,42.4787606196901,419.790104947526,194.902548725637,489.755122438781,1129.43528235882,42.4787606196901,29.9850074962519,39.9800099950025,42.4787606196901,2.49875062468766,42.4787606196901,267.366316841579,19.9900049975012,1169.41529235382,39.9800099950025,7.49625187406297,14.9925037481259,4.99750124937531,7.49625187406297,34.9825087456272,2.49875062468766,4.99750124937531,57.4712643678161,0,17.4912543728136,0,12.4937531234383,0,7.49625187406297,9.99500249875062,0,0,0,0,0,2.49875062468766,4.99750124937531,2.49875062468766,9.99500249875062,9.99500249875062,0,0,4.99750124937531,7.49625187406297,7.49625187406297,2.49875062468766,0,2.49875062468766,0,0,0,2.49875062468766,0,0,0,0,0,0,0,14.9925037481259,0,0,0,0,9.99500249875062,0,2.49875062468766,0,0,0,4.99750124937531,2.49875062468766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49875062468766,4.99750124937531,0,0,0,0,0,0,0,0
"WIN_G110_CORE2",1204.23892100193,1286.12716763006,356.45472061657,452.793834296725,1165.70327552987,269.749518304432,765.895953757225,1050.09633911368,48.1695568400771,101.156069364162,375.722543352601,207.129094412331,240.847784200385,226.396917148362,423.892100192678,91.5221579961464,19.2678227360308,77.0712909441233,125.2408477842,134.874759152216,115.606936416185,28.9017341040462,67.4373795761079,423.892100192678,19.2678227360308,9.63391136801541,14.4508670520231,43.3526011560694,67.4373795761079,19.2678227360308,0,38.5356454720617,9.63391136801541,28.9017341040462,81.888246628131,9.63391136801541,48.1695568400771,0,67.4373795761079,0,4.81695568400771,57.8034682080925,0,0,0,14.4508670520231,0,4.81695568400771,9.63391136801541,48.1695568400771,24.0847784200385,19.2678227360308,4.81695568400771,0,0,4.81695568400771,9.63391136801541,0,28.9017341040462,0,24.0847784200385,0,0,4.81695568400771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81695568400771,0,0,0,0,0,0,0,0,0,4.81695568400771,0,0,0,4.81695568400771,0,0,4.81695568400771,0,0,0,0,0,0,4.81695568400771,0,0,0
"WIN_G110_CORE3",1371.91157347204,594.928478543563,1007.80234070221,481.144343302991,728.218465539662,159.297789336801,1209.36280884265,1186.60598179454,169.050715214564,48.7646293888167,188.556566970091,312.093628088427,97.5292587776333,656.697009102731,143.042912873862,237.321196358908,97.5292587776333,91.0273081924577,32.5097529258778,45.5136540962289,87.77633289987,22.7568270481144,65.0195058517555,412.873862158648,26.0078023407022,19.5058517555267,35.7607282184655,16.2548764629389,22.7568270481144,13.0039011703511,3.25097529258778,45.5136540962289,29.25877763329,6.50195058517555,42.2626788036411,0,74.7724317295189,16.2548764629389,29.25877763329,0,9.75292587776333,22.7568270481144,0,0,0,6.50195058517555,0,0,6.50195058517555,3.25097529258778,26.0078023407022,13.0039011703511,0,6.50195058517555,6.50195058517555,9.75292587776333,3.25097529258778,0,22.7568270481144,0,9.75292587776333,0,3.25097529258778,3.25097529258778,0,0,0,0,0,0,0,0,0,0,0,3.25097529258778,0,0,0,3.25097529258778,0,0,3.25097529258778,0,3.25097529258778,0,0,0,3.25097529258778,0,0,0,3.25097529258778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_G110_IN1",961.538461538462,79.96953541508,2121.09672505712,192.307692307692,13.3282559025133,7.61614623000762,2897.9436405179,217.060167555217,13.3282559025133,0,1.9040365575019,53.3130236100533,51.4089870525514,2121.09672505712,3.80807311500381,304.645849200305,485.529322162986,3.80807311500381,0,1.9040365575019,161.843107387662,0,0,144.706778370145,3.80807311500381,9.52018278750952,1.9040365575019,0,3.80807311500381,0,3.80807311500381,1.9040365575019,0,0,0,0,0,1.9040365575019,1.9040365575019,0,0,0,15.2322924600152,26.6565118050267,32.3686214775324,0,17.1363290175171,0,0,0,0,0,0,0,9.52018278750952,0,0,0,0,0,0,3.80807311500381,0,3.80807311500381,0,0,0,1.9040365575019,0,0,0,9.52018278750952,0,0,0,0,0,0,0,0,13.3282559025133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_G110_IN2",1573.46889373033,130.718954248366,2149.60058097313,113.773904623578,94.4081336238199,16.9450496247882,1716.29145485355,288.065843621399,50.8351488743646,4.84144274993948,16.9450496247882,67.7801984991527,14.5243282498184,1922.05277172597,9.68288549987896,128.298232873396,990.075042362624,16.9450496247882,4.84144274993948,4.84144274993948,406.681190994916,0,12.1036068748487,113.773904623578,2.42072137496974,19.3657709997579,16.9450496247882,0,7.26216412490922,0,0,7.26216412490922,0,0,9.68288549987896,4.84144274993948,4.84144274993948,0,2.42072137496974,0,19.3657709997579,0,0,12.1036068748487,0,0,7.26216412490922,0,0,0,4.84144274993948,0,0,0,0,2.42072137496974,0,0,2.42072137496974,0,0,2.42072137496974,0,4.84144274993948,0,0,0,0,0,0,0,7.26216412490922,0,7.26216412490922,0,0,0,2.42072137496974,0,0,4.84144274993948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_G110_IN3",1204.31115276476,581.068416119963,1633.08341143393,391.283973758201,745.079662605436,119.493908153702,1150.42174320525,998.125585754452,161.668228678538,49.203373945642,152.296157450797,255.388940955951,56.232427366448,859.887535145267,114.807872539831,114.807872539831,149.953139643861,60.9184629803187,39.8313027179007,35.14526710403,53.8894095595127,11.7150890346767,49.203373945642,536.551077788191,21.087160262418,2.34301780693533,28.116213683224,9.37207122774133,23.4301780693533,7.029053420806,2.34301780693533,63.261480787254,9.37207122774133,9.37207122774133,23.4301780693533,14.058106841612,35.14526710403,11.7150890346767,67.9475164011246,0,4.68603561387067,7.029053420806,0,4.68603561387067,4.68603561387067,2.34301780693533,2.34301780693533,0,16.4011246485473,0,37.4882849109653,2.34301780693533,7.029053420806,7.029053420806,2.34301780693533,9.37207122774133,7.029053420806,2.34301780693533,2.34301780693533,7.029053420806,2.34301780693533,0,4.68603561387067,2.34301780693533,0,0,2.34301780693533,2.34301780693533,0,0,0,0,0,0,2.34301780693533,0,0,2.34301780693533,0,0,0,0,0,0,0,2.34301780693533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_H126",1337.43509185321,905.441375398176,573.373478203953,490.901950517083,1255.83627874504,260.941659030414,489.592878649038,1418.59754767203,260.941659030414,95.5622463673256,244.796439324519,340.358685691844,112.580180651918,175.415630318104,229.087576907972,190.688135445303,9.59986036566741,67.6353798490204,61.9627350874896,74.1807391892482,85.5260287123096,34.472225858533,85.9623860016582,524.937819086268,38.3994414626696,0,45.3811580922459,15.7088624165467,52.3628747218222,10.4725749443644,0,81.598813108173,19.1997207313348,15.7088624165467,60.6536632194441,9.16350307631889,69.817166295763,4.36357289348519,46.253872670943,0,9.59986036566741,23.1269363354715,0,0,3.05450102543963,9.16350307631889,0,4.36357289348519,18.7633634419863,7.85443120827333,37.9630841733211,6.9817166295763,4.7999301828337,6.10900205087926,4.7999301828337,6.10900205087926,6.9817166295763,4.7999301828337,12.654361391107,3.49085831478815,6.9817166295763,0,3.49085831478815,1.30907186804556,1.30907186804556,1.30907186804556,2.18178644674259,0.436357289348519,0,1.30907186804556,1.30907186804556,0.436357289348519,0,0,0,0,0,0.872714578697037,1.30907186804556,1.30907186804556,0,0,0.436357289348519,0.436357289348519,0.872714578697037,0,0,0.872714578697037,0.436357289348519,0.436357289348519,0,0,0,0.436357289348519,0,0.436357289348519,1.74542915739407,0,0.436357289348519,0,0,2.61814373609111,0,0,0,0,0.872714578697037,0,0,0.436357289348519
"WIN_H126_CONINT",1363.06645172846,756.761597707326,734.81998925309,424.95074332796,1306.1973849185,215.833781121261,616.603976356797,1538.59931936235,259.716998029733,77.4673114812825,156.725774673115,358.678130037614,88.6620096722192,247.626723983521,228.37184309511,113.29034569228,8.06018269747448,60.0035823034211,42.0920651979223,61.3469460863335,81.9451907576572,36.2708221386351,78.8106752641949,508.687085796167,37.1663979939101,0.895575855274942,70.7504925667204,10.2991223356618,55.9734909546839,8.06018269747448,0,94.0354648038689,6.26903098692459,10.7469102632993,50.1522478953967,10.7469102632993,55.5257030270464,5.82124305928712,58.2124305928712,0.895575855274942,6.26903098692459,4.47787927637471,0,0.447787927637471,1.79115171054988,4.03009134873724,0.447787927637471,2.23893963818735,17.9115171054988,4.92566720401218,20.5982446713237,4.92566720401218,4.92566720401218,6.26903098692459,9.85133440802436,9.85133440802436,5.82124305928712,4.03009134873724,10.7469102632993,2.68672756582483,0.447787927637471,0,1.34336378291241,2.23893963818735,2.68672756582483,0.895575855274942,1.79115171054988,0.895575855274942,1.79115171054988,0.895575855274942,0,0.447787927637471,0,0,1.79115171054988,0.447787927637471,0,3.1345154934623,0.447787927637471,0.895575855274942,0,0,0.895575855274942,0,0,0.895575855274942,0,5.82124305928712,0,0.447787927637471,1.79115171054988,0,0.447787927637471,0,0,0,1.34336378291241,0,0.447787927637471,0,0,4.92566720401218,0,0,0,0,0.447787927637471,0,0,0
