"","Verrucomicrobia","Proteobacteria","Actinobacteria","Acidobacteria","Firmicutes","Bacteroidetes","Chloroflexi","Rokubacteria","Entotheonellaeota","Bacteria_unclassified","Planctomycetes","Deinococcus-Thermus","Nitrospirae","Dependentiae","Latescibacteria","Gemmatimonadetes","Epsilonbacteraeota","BRC1","Cyanobacteria","FBP","Chlamydiae","Armatimonadetes","Patescibacteria","Fusobacteria","Elusimicrobia","Spirochaetes","Hydrogenedentes","Kiritimatiellaeota","Fibrobacteres","WS2","WPS-2","RsaHf231","FCPU426","WS4","Tenericutes","Synergistetes","GAL15","Omnitrophicaeota","Lentisphaerae"
"C12_IN2",271.800679501699,2091.19109754296,1345.21640651928,240.287557240632,4412.32950908464,1250.67703973608,132.453592003545,20.1880939484957,10.586439509577,15.7565611305333,165.443891870599,0,4.92392535329164,1.47717760598749,0.984785070658329,12.3098133832291,0.492392535329164,3.69294401496873,0.738588802993747,0,5.41631788862081,0.246196267664582,0.738588802993747,11.8174208478999,0.246196267664582,0,0,0,0,0,0,0,0,0,0.984785070658329,0,0,0,0
"C12_IN3",404.603093161328,2139.55874807594,1721.02909917174,600.674338488602,4220.4793667082,292.091182291285,252.510444916807,42.8791321556842,22.7222751594224,27.8531114857436,212.929707542329,0,1.83244154511471,7.32976618045884,4.39785970827531,30.7850179579271,0,2.19892985413765,0.366488309022942,0,6.23030125339002,1.83244154511471,3.66488309022942,1.09946492706883,2.5654181631606,0,0,0,0.366488309022942,0,0,0,0,0,0,0,0,0,0
"D16",1061.64907449901,2202.08046504513,1877.77267859875,2076.6406608536,64.2496558054153,510.172862169191,604.252715312835,266.942022334404,42.8331038702769,139.2075875784,685.32966192443,0,32.889704757534,57.365764111978,89.4905920146856,171.332415481108,0,5.35413798378461,6.88389169343736,0.764876854826373,10.7082759675692,27.5355667737494,33.6545816123604,0,12.238029677222,3.05950741930549,0.764876854826373,0.764876854826373,1.52975370965275,1.52975370965275,0.764876854826373,0,3.82438427413186,0,0.764876854826373,0,0,7.64876854826373,0
"D16_CONINT",891.027631170444,2616.16475214737,1989.72023871124,1644.76180620235,5.86429335265101,1013.4878747111,578.150332884887,96.933319534996,28.9765083307461,92.4488599123806,723.722791403636,0,16.9029631929353,7.24412708268654,27.9416330332195,148.33212597882,0,5.86429335265101,5.51933492014212,1.03487529752665,7.58908551519542,15.5231294628997,44.8445962261547,0,19.6626306530063,1.37983373003553,2.41470902756218,4.48445962261547,4.82941805512436,1.37983373003553,0.689916865017765,0,0.344958432508883,0,0,0,0,2.75966746007106,0
"D16_CORE1",1057.81584582441,2462.52676659529,2678.08708065667,1162.02712348323,847.96573875803,175.58886509636,466.809421841542,239.82869379015,81.3704496788009,128.47965738758,521.056388294076,0,17.1306209850107,19.9857244825125,24.2683797287652,64.2398286937901,0,1.42755174875089,1.42755174875089,1.42755174875089,24.2683797287652,17.1306209850107,4.28265524625268,0,1.42755174875089,0,0,0,1.42755174875089,0,0,0,0,0,0,0,0,0,0
"D16_CORE2",1041.47047539325,2643.0888354086,2793.76373338914,1161.10355411391,525.618220501552,188.692406961738,514.805901433504,224.268424540476,60.3397160894283,79.8716473091277,574.099264064734,0,20.9270691639636,15.3465173869066,39.7614314115308,76.035017962401,0,4.18541383279272,2.44149140246242,0,16.7416553311709,4.88298280492484,4.53419831885878,0,2.09270691639636,0.34878448606606,0,0.69756897213212,3.83662934672666,0,0,0,0.34878448606606,0,0,0,0,0.69756897213212,0
"D16_CORE3",1204.41359303771,2723.26978864484,2538.85205138831,1103.3982594281,490.053874844592,145.04765851637,539.784500621633,235.184417737257,72.0058019063407,138.313302942395,604.019892250311,0,22.2751761292996,24.8653128885205,47.6585163696643,67.8615830915872,0,1.03605470368835,3.62619146290924,0,11.9146290924161,5.18027351844177,9.84251968503937,0,5.69830087028595,0,0,0,1.03605470368835,1.03605470368835,1.03605470368835,0,0.518027351844177,0,0,0,0,2.07210940737671,0
"D16_IN1",321.414137116845,2456.87179596265,1181.21290761737,473.506200676437,4839.29293144158,122.737231711727,157.409967879858,108.272531960605,37.2253302418583,43.1813830805556,212.290740464998,0,5.53062049307609,1.70172938248495,6.59420135712918,21.9097657994937,0,0.212716172810619,0.212716172810619,0,5.10518814745485,2.76531024653804,0.425432345621238,0,0.638148518431856,0,0,0,1.06358086405309,0,0.212716172810619,0,0.212716172810619,0,0,0,0,0,0
"D16_IN2",345.402572653645,1466.57138319835,2088.13720819438,391.138637446403,4620.13657297126,441.321264094013,321.105288232492,59.7109734794347,20.9623630300143,24.9325075432746,176.115610608226,0,3.81133873272987,1.74686358583452,1.11164046371288,14.6101318087978,0.476417341591234,0.794028902652057,1.11164046371288,0,4.92297919644275,2.69969826901699,1.58805780530411,10.1635699539463,0.158805780530411,0,0,0,0.952834683182468,0.158805780530411,0,0,0,0,0.158805780530411,0,0,0,0
"D16_IN3",708.801422452113,1544.7614429268,3066.62356205717,657.0758910531,2751.6905089038,139.01236563485,624.478030119346,87.2868342358361,12.3925752310138,40.6799752148495,276.677712222851,0,3.7716533311781,2.96344190306851,6.73509523424661,50.6479161615345,0,2.42463428432878,1.34701904684932,0,7.54330666235621,3.23284571243837,5.92688380613702,0,1.07761523747946,0.269403809369864,0,0,0.808211428109594,1.34701904684932,0,0,0,0,2.42463428432878,0,0,0,0
"E27",1078.78461952138,2431.29873621941,1745.09276687282,1909.65313256252,13.9822532938962,669.534821188491,559.290131755848,203.818230707179,45.1734337187416,143.586985748857,683.517074482388,0,27.9645065877924,49.4756655014789,103.253562785695,168.862597472439,0,5.37778972842162,26.8889486421081,1.07555794568432,11.8311374025276,24.7378327507394,48.9378865286367,0,26.8889486421081,1.07555794568432,1.61333691852649,1.07555794568432,4.3022317827373,3.22667383705297,1.07555794568432,0,3.22667383705297,0,0,0,0.537778972842162,4.84001075557946,0
"E27_CONINT",1098.06193385296,2623.76237623762,2852.32778597009,1319.78091426164,53.7181377712239,433.431641036444,554.034126816937,144.828312618496,79.5239098377923,87.9502843901411,594.059405940594,0.526648409521803,23.1725300189593,4.73983568569623,11.5862650094797,63.1978091426164,0,3.15989045713082,11.0596165999579,0,13.1662102380451,6.31978091426164,8.95302296187065,0,5.26648409521803,0,0.526648409521803,0.526648409521803,5.26648409521803,0,1.05329681904361,0,0,0,0,0,0,0,0
"E27_CORE1",876.701213440047,2204.8463836536,2876.11109062074,1299.3766827721,633.644377236012,191.789916276325,527.422269759894,376.203297311253,57.5369748828975,126.87640615203,663.150518201601,0,25.44904658282,3.3194408586287,29.8749677276583,66.0199904105042,0.368826762069856,2.21296057241913,6.63888171725741,0,11.4336296241655,12.908936672445,3.68826762069856,0,1.84413381034928,0,0,0,1.84413381034928,0.368826762069856,0,0,0,0,0,0,0,0.368826762069856,0
"E27_CORE2",1040.33970276008,2863.74422380417,2611.88127055493,1075.30910453353,698.13912826277,184.421964114733,565.754964406145,207.3185962283,57.8660338870155,96.9984596811124,394.654677157487,0,20.815120103243,21.2314225053079,40.7976354023563,82.4278756088423,0,3.33041921651888,3.33041921651888,0,17.901003288789,5.41193122684318,3.33041921651888,0,1.24890720619458,0,0,0,2.49781441238916,0,0,0,0,0,0,0,0,1.24890720619458,0
"E27_CORE3",1117.10041708334,2518.59801458572,2938.85216712603,1143.68643137638,437.327739700968,137.564330837337,536.842362008829,278.787287494817,72.9286080148296,105.612332008098,510.988072879826,0,25.3664723529842,22.1956633088612,41.4644259616088,71.7090660747823,0,2.19517549208517,2.19517549208517,0,15.1223200565867,7.80506841630284,5.12207614819874,0,3.41471743213249,0.731725164028391,0,0.243908388009464,2.19517549208517,0,0.487816776018927,0,0.243908388009464,0,0.243908388009464,0,0,0.975633552037855,0
"E27_IN1",27.6672030716242,780.892690776658,3323.16987098049,41.5008046074363,5468.22506422744,293.611134637644,33.031252646735,5.64636797380085,0,3.38782078428051,17.5037407187826,0,0.564636797380085,0.282318398690043,0,1.9762287908303,0,0,0,0,1.41159199345021,0,0.282318398690043,0.564636797380085,0,0,0,0,0,0,0,0,0,0,0.282318398690043,0,0,0,0
"E27_IN2",57.2784077759778,1530.8956260125,2876.0703540847,51.4927100208285,5124.39250173571,214.649386716038,79.264059245545,9.25711640823883,0,1.73570932654478,32.3999074288359,0,0,0.578569775514927,1.15713955102985,1.73570932654478,0,0.578569775514927,6.94283730617912,0,2.31427910205971,0,0.578569775514927,8.67854663272391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E27_IN3",451.989345059405,3781.65828083379,2473.46835228954,484.123292884022,846.053021013911,1314.95497019154,225.783264978225,62.1538201344552,27.9057967950615,35.9392837512156,221.132298845715,0.845630205910955,15.2213437063972,2.95970572068834,4.22815102955478,30.4426874127944,0,0.422815102955478,4.22815102955478,0.422815102955478,5.07378123546573,3.38252082364382,4.22815102955478,1.26844530886643,1.26844530886643,0,0,0.422815102955478,0,0,0,0,0,0,0,0,0,0.422815102955478,0
"F43",1096.22232827931,2382.24604427475,2847.3879364147,1433.97334703917,58.7393076104115,200.815007893094,613.458643856236,258.452953485811,89.2103234333125,106.832115716436,717.353794192151,0,26.7998090972503,8.81089614156173,26.7998090972503,81.1336686368809,0,3.67120672565072,3.30408605308565,0,9.54513748669187,17.2546716105584,4.77256874334594,0,5.13968941591101,0.367120672565072,0.734241345130144,0,4.40544807078087,0.367120672565072,0,0,1.10136201769522,0,0,0,0,1.10136201769522,0
