"","Verrucomicrobiae","Alphaproteobacteria","Gammaproteobacteria","Actinobacteria","Subgroup_6","Bacilli","Deltaproteobacteria","MB-A2-108","Clostridia","Bacteroidia","KD4-96","NC10","Thermoleophilia","Entotheonellia","Blastocatellia_(Subgroup_4)","Acidimicrobiia","Chloroflexia","Bacteria_unclassified","Holophagae","Actinobacteria_unclassified","Subgroup_5","Dehalococcoidia","Planctomycetacia","Deinococci","TK10","Nitrospira","Acidobacteriia","Gitt-GS-136","Babeliae","Subgroup_18","Anaerolineae","Latescibacteria_cl","Phycisphaerae","Ktedonobacteria","Subgroup_17","Subgroup_11","S0134_terrestrial_group","Campylobacteria","Subgroup_22","Gemmatimonadetes","BRC1_cl","Planctomycetes_unclassified","Negativicutes","Oxyphotobacteria","Thermoanaerobaculia","OLB14","FBP_cl","Ignavibacteria","Pla4_lineage","Erysipelotrichia","OM190","Chlamydiae","Pla3_lineage","Acidobacteria_unclassified","Subgroup_25","Coriobacteriia","BD2-11_terrestrial_group","Fimbriimonadia","uncultured","Chloroflexi_unclassified","JG30-KF-CM66","Proteobacteria_unclassified","AD3","Gracilibacteria","Fusobacteriia","Microgenomatia","Lineage_IIa","vadinHA49","Melainabacteria","Rubrobacteria","Spirochaetia","Saccharimonadia","Firmicutes_unclassified","Leptospirae","Armatimonadia","Parcubacteria","Hydrogenedentia","Bacteroidetes_unclassified","Kiritimatiellae","Cyanobacteria_unclassified","Longimicrobia","Fibrobacteria","Elusimicrobia","WS2_cl","Lineage_IIb","Latescibacteria","Chthonomonadetes","0319-7L14","Sericytochromatia","P2-11E","V2072-189E03","Patescibacteria_unclassified","WPS-2_cl","Berkelbacteria","Subgroup_20","Subgroup_15","RsaHf231_cl","FCPU426_cl","WS4_cl","AT-s3-28","Mollicutes","BD7-11","ABY1","Subgroup_9","Synergistia","GAL15_cl","Omnitrophicaeota_cl","Rhodothermia","uncultured.1","Omnitrophia","Armatimonadetes_unclassified","Lineage_IIc","Lentisphaeria"
"SP_E27_CORE1",876.701213440047,1234.46317264781,425.257256666544,1137.83056098551,774.167373584627,386.161619887139,538.487072621989,222.771364290193,240.475048869546,189.208128941836,194.740530372884,376.203297311253,1147.05123003725,57.5369748828975,217.976616383285,317.559842142146,100.689706045071,126.87640615203,49.0539593552908,46.8409987828717,71.9212186036219,53.1110537380592,565.042599491019,0,47.2098255449415,25.44904658282,52.3734002139195,30.9814480138679,3.3194408586287,8.85184228967654,47.2098255449415,29.5061409655885,44.9968649725224,24.7113930586803,57.1681481208276,17.3348578172832,10.327149337956,0.368826762069856,15.4907240069339,52.0045734518497,2.21296057241913,13.6465901965847,4.79474790690813,3.68826762069856,17.7036845793531,7.37653524139712,0,2.58178733448899,6.27005495518755,2.21296057241913,28.7684874414488,11.4336296241655,3.3194408586287,2.95061409655885,12.5401099103751,0,3.68826762069856,0,9.95832257588611,9.22066905174639,9.95832257588611,6.63888171725741,1.84413381034928,1.47530704827942,0,0,0.737653524139712,0.368826762069856,2.58178733448899,3.68826762069856,0,0.737653524139712,0,0,1.47530704827942,1.47530704827942,0,0,0,0,0,1.84413381034928,0.737653524139712,0.368826762069856,0.368826762069856,0.368826762069856,1.47530704827942,0.368826762069856,0.368826762069856,0.368826762069856,0,0,0,0,0.368826762069856,0,0,0,0,0.737653524139712,0,0.737653524139712,0,0.737653524139712,0,0,0,0,0,0,0,0,0
"SP_E27_CORE2",1040.33970276008,1711.41917488864,739.769368469256,977.894342450356,601.556970983723,582.407060488739,405.478539611174,248.532534032721,111.152741351318,182.340452104409,180.675242496149,207.3185962283,1039.92340035802,57.8660338870155,175.679613671371,297.23991507431,159.027517588776,96.9984596811124,27.8922609383456,45.7932642271346,85.3419924232963,33.3041921651888,307.231172723867,0,44.9606594230049,20.815120103243,99.0799716914367,14.986886474335,21.2314225053079,4.1630240206486,45.3769618250697,39.9650305982265,52.0378002581075,64.9431747221181,31.2226801548645,14.5705840722701,5.41193122684318,0,18.3173056908538,76.1833395778694,3.33041921651888,3.74672161858374,2.91411681445402,0.41630240206486,4.1630240206486,3.33041921651888,0,1.66520960825944,7.90974563923234,1.66520960825944,20.815120103243,17.901003288789,1.24890720619458,0.83260480412972,11.2401648557512,0,0.83260480412972,0,4.1630240206486,7.49344323716748,2.0815120103243,7.07714083510262,8.3260480412972,0.41630240206486,0,0,0.83260480412972,1.24890720619458,1.66520960825944,1.24890720619458,0,0.41630240206486,0,0,0,1.24890720619458,0,0.41630240206486,0,0,0,2.49781441238916,0,0,0.41630240206486,0.83260480412972,1.24890720619458,0.83260480412972,1.24890720619458,1.24890720619458,0,0.83260480412972,0,0.41630240206486,0.41630240206486,0.83260480412972,0,0,0,0,0,0.41630240206486,0,0,0,0,1.24890720619458,0,0,0,0,0,0
"SP_E27_CORE3",1117.10041708334,1597.35603307398,437.571648088978,1111.49052415913,668.55289153394,362.935681358082,477.57262372253,246.591380277568,69.2699821946877,134.149613405205,202.931778823874,278.787287494817,1221.49320715139,72.9286080148296,231.225151832972,304.153759847801,116.100392692505,105.612332008098,22.6834800848801,53.4159369740725,66.5869899265836,46.830410497817,411.961267347984,0,39.5131588575331,25.3664723529842,63.66008927047,22.6834800848801,22.1956633088612,7.07334325227445,53.1720285860631,40.9766091855899,50.2451279299495,33.9032659333154,31.4641820532208,18.0492207127003,7.31725164028391,0,16.829678772653,62.6844557184322,2.19517549208517,12.9271445645016,2.92690065611356,0,5.85380131222713,4.39035098417035,0,3.41471743213249,8.0489768043123,2.19517549208517,21.9517549208517,15.1223200565867,4.39035098417035,2.19517549208517,8.53679358033123,0,1.70735871606625,0.487816776018927,4.39035098417035,9.51242713236908,4.87816776018927,6.09770970023659,2.6829922681041,1.21954194004732,0,0,1.46345032805678,1.46345032805678,0.975633552037855,0.975633552037855,0,1.46345032805678,0,0.731725164028391,0,1.46345032805678,0,0,0.243908388009464,0,0,2.19517549208517,0.731725164028391,0,1.21954194004732,0.487816776018927,2.6829922681041,0.731725164028391,1.21954194004732,0.243908388009464,0,0.731725164028391,0.487816776018927,0,0.243908388009464,0.243908388009464,0,0.243908388009464,0,0.487816776018927,0.243908388009464,0,0.243908388009464,0,0,0,0,0,0,0.975633552037855,0.243908388009464,0,0
"SP_E27_IN1",27.6672030716242,504.220660060416,260.297563592219,3172.12952768132,27.9495214703142,3180.03444284464,16.3744671240225,9.03418875808137,2274.35701984698,293.328816238954,16.0921487253324,5.64636797380085,117.444453855058,0,7.05795996725107,21.1738799017532,7.34027836594111,3.38782078428051,1.12927359476017,2.82318398690043,1.41159199345021,0.846955196070128,16.3744671240225,0,1.9762287908303,0.564636797380085,1.41159199345021,4.51709437904068,0.282318398690043,0.564636797380085,1.12927359476017,0,0.846955196070128,0.564636797380085,1.41159199345021,0,0.282318398690043,0,0,1.69391039214026,0,0.282318398690043,3.67013918297055,0,0.282318398690043,0.282318398690043,0,0.282318398690043,0,10.1634623528415,0,1.41159199345021,0,0,0.282318398690043,0,0,0,0,0,0.282318398690043,0,0,0,0.564636797380085,0,0,0,0,0.564636797380085,0,0.282318398690043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282318398690043,0,0,0,0,0,0,0,0,0,0,0,0
"SP_E27_IN2",57.2784077759778,236.635038185605,1261.86068039806,2577.528349919,34.7141865308956,2608.19254802129,31.821337653321,40.4998842860449,2505.78569775515,214.649386716038,48.5998611432539,9.25711640823883,205.392270307799,0,8.67854663272391,46.2855820411942,9.83568618375376,1.73570932654478,0.578569775514927,5.78569775514927,4.04998842860449,1.15713955102985,24.2999305716269,0,5.20712797963434,0,1.15713955102985,8.09997685720898,0.578569775514927,0,2.31427910205971,1.15713955102985,6.3642675306642,3.47141865308956,1.73570932654478,0.578569775514927,0.578569775514927,0,0,1.15713955102985,0.578569775514927,1.15713955102985,7.52140708169405,6.94283730617912,0,0.578569775514927,0,0,0,2.89284887757464,0.578569775514927,2.31427910205971,0,0,0,0,0,0,0,0,0,0.578569775514927,0,0,8.67854663272391,0,0,0,0,0.578569775514927,0,0.578569775514927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SP_E27_IN3",451.989345059405,991.078601327639,2499.68288867278,1550.04016743478,344.171493805759,685.383281890829,288.359900215636,104.435330430003,158.555663608304,1314.10933998562,107.395036150691,62.1538201344552,634.645469536172,27.9057967950615,59.1941144137669,158.97847871126,38.4761743689485,35.9392837512156,8.45630205910955,23.6776457655067,18.603864530041,12.2616379857088,175.891082829479,0.845630205910955,25.3689061773287,15.2213437063972,24.9460910743732,15.2213437063972,2.95970572068834,2.11407551477739,14.7985286034417,4.22815102955478,28.328611898017,4.65096613251025,13.1072681916198,5.07378123546573,4.65096613251025,0,1.69126041182191,21.1407551477739,0.422815102955478,2.11407551477739,1.26844530886643,0.422815102955478,3.8053359265993,3.8053359265993,0.422815102955478,0.845630205910955,0.845630205910955,0.422815102955478,10.5703775738869,5.07378123546573,0.422815102955478,0.422815102955478,2.53689061773287,0,1.26844530886643,0,1.69126041182191,1.69126041182191,2.11407551477739,2.53689061773287,0,0,1.26844530886643,0.422815102955478,0.422815102955478,2.53689061773287,0.422815102955478,1.69126041182191,0,2.53689061773287,0.422815102955478,0,1.26844530886643,1.26844530886643,0,0,0.422815102955478,0.422815102955478,3.38252082364382,0,0,0,0.845630205910955,0,0.422815102955478,0,2.95970572068834,0,0,0,0,0,0,0,0,0,0,0,0,0.422815102955478,0,0,0,0,0,0,0,0,0,0,0
"SP_F43",1096.22232827931,1386.24765960571,471.015822900988,631.080436139359,965.52736884614,50.2955321414149,519.842872352142,281.214435184845,7.34241345130144,197.878042512574,238.628437167297,258.452953485811,1486.47160321598,89.2103234333125,184.294577627666,382.90686148537,114.174529167737,106.832115716436,35.9778259113771,58.3721869378465,72.6898931678843,49.1941701237197,560.593267006865,0,60.942031645802,26.7998090972503,56.169462902456,35.9778259113771,8.81089614156173,15.051947575168,60.5749109732369,25.33132640699,78.5638239289254,17.2546716105584,50.66265281398,14.6848269026029,9.54513748669187,0,16.5204302654282,66.8159624068431,3.67120672565072,19.0902749733837,0.367120672565072,0.367120672565072,13.9505855574727,18.7231543008187,0,2.5698447079555,4.77256874334594,0.734241345130144,49.5612907962847,9.54513748669187,2.93696538052058,2.20272403539043,4.77256874334594,0,3.30408605308565,0.367120672565072,11.3807408495172,9.54513748669187,8.44377546899666,5.13968941591101,0,2.20272403539043,0,0.734241345130144,2.93696538052058,1.83560336282536,2.20272403539043,5.87393076104115,0,0.734241345130144,0,0.367120672565072,1.10136201769522,0.734241345130144,0.734241345130144,0.367120672565072,0,0.367120672565072,1.46848269026029,4.40544807078087,1.10136201769522,0.367120672565072,1.10136201769522,1.46848269026029,4.40544807078087,1.46848269026029,0.367120672565072,0,0,0,0,0,0,0.367120672565072,0,1.10136201769522,0,0.367120672565072,0,0,0,0.734241345130144,0,0,0.367120672565072,0,0.367120672565072,0.734241345130144,0,0,0
"SP_F43_CONINT",987.42750099067,1393.78219676501,649.158831370006,993.551640909255,874.311034259159,22.335098526604,499.657768651608,121.041824273209,16.210958608019,433.733203645664,282.070679779531,106.27183976368,1425.84387045643,52.2353110702835,128.967181814907,449.223675204438,128.606938290284,60.881155661227,22.335098526604,45.0304405778306,27.378507871321,30.9809431175475,582.874022839439,0,63.0426168089629,23.4158291004719,50.0738499225476,39.2665441838683,7.2048704924529,3.96267877084909,68.8065132029252,7.56511401707554,91.5018552541518,5.04340934471703,28.4592384451889,8.28560106632083,9.36633164018877,0,2.52170467235851,59.0799380381138,6.12413991858496,15.4904715587737,0,0,13.3290104110379,27.0182643466984,0.360243524622645,3.60243524622645,3.60243524622645,0,39.9870312331136,15.1302280341511,1.08073057386793,0.72048704924529,1.80121762311322,0,1.44097409849058,3.96267877084909,2.88194819698116,7.92535754169819,7.92535754169819,8.64584459094348,0,1.08073057386793,0,0.360243524622645,1.08073057386793,3.2421917216038,1.44097409849058,6.84462696783025,0,3.96267877084909,0,0.360243524622645,0.360243524622645,4.68316582009438,1.80121762311322,0,0.72048704924529,0.360243524622645,3.60243524622645,2.52170467235851,0,0.72048704924529,0.72048704924529,0.360243524622645,0.360243524622645,0,0.72048704924529,0,0,0.360243524622645,0.360243524622645,0,0,0,0,0,0,0.360243524622645,0,0,0.72048704924529,0,0,0,0,0,0.360243524622645,0,0,0,0
"SP_F43_CORE1",280.609767938635,524.808233809108,228.662976988057,3263.42363336246,201.961355471405,922.419652393436,150.014564520827,130.109719390232,2636.17826973493,107.291970094184,107.777454121759,114.574230507816,597.145353917856,11.1661326342363,68.93873191572,148.558112438101,50.4903388678512,43.6935624817944,15.0500048548403,27.6725895718031,21.8467812408972,24.7596854063501,122.341974949024,0,18.9338770754442,3.88387222060394,13.5935527721138,16.0209729099913,2.42742013787746,3.39838819302845,16.9919409651422,6.7967763860569,9.70968055150986,8.73871249635887,11.6516166618118,2.42742013787746,2.91290416545296,0,1.94193611030197,16.0209729099913,0.485484027575493,4.85484027575493,5.34032430333042,0.485484027575493,1.94193611030197,2.91290416545296,0,0.485484027575493,1.45645208272648,4.85484027575493,7.76774444120788,6.7967763860569,0.970968055150986,2.91290416545296,3.39838819302845,0,1.45645208272648,0,0.970968055150986,5.34032430333042,1.94193611030197,1.94193611030197,0.970968055150986,0,0.485484027575493,0.485484027575493,0.485484027575493,0,0,1.45645208272648,0,0,0,0,0,0.970968055150986,0,0.485484027575493,0,0,0,0.970968055150986,0.485484027575493,0,0,0.485484027575493,0,0.970968055150986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485484027575493,0,0,0,0,0,0,0,0,0
"SP_F43_CORE2",463.366675215867,824.712889344846,2433.38747827078,1174.94514262916,249.921632327377,862.044398848708,155.880425180246,85.4920064973925,472.200849220598,1939.52865407084,58.9894844832008,62.4091647430965,336.553532244735,26.787495369183,60.4143512581574,91.47644695221,42.1760565387136,31.9170157590265,7.97925393975663,5.12952038984355,31.3470690490439,7.97925393975663,138.782023880767,0,17.9533213644524,9.68909406970448,28.7823088541221,4.84454703485224,9.11914735972187,1.70984012994785,13.3937476845915,10.2590407796871,16.5284545894959,27.3574420791656,11.6839075546436,7.12433387478271,1.42486677495654,164.714599184976,3.98962696987832,18.523268074435,1.13989341996523,3.4196802598957,37.901456213844,0,1.70984012994785,1.13989341996523,0,0.569946709982617,0.854920064973925,0.569946709982617,7.97925393975663,6.8393605197914,1.99481348493916,0,6.26941380980878,0.569946709982617,0.284973354991308,0.284973354991308,1.42486677495654,3.4196802598957,1.42486677495654,1.70984012994785,2.84973354991308,0.569946709982617,0,0,0.284973354991308,0,0.284973354991308,0.854920064973925,0,1.99481348493916,0,0,0,0,0,0,0,0,0,0.284973354991308,0.284973354991308,0,0,0.284973354991308,0.854920064973925,0.284973354991308,0,0,0,0,0,0,0,0,0,0,0,0,0.284973354991308,0,0,0,0,0,0.284973354991308,0,0.284973354991308,0,0,0,0
"SP_F43_CORE3",589.292692457991,1050.80109417741,658.655724892536,3256.93630324345,355.607659241891,319.851504493943,250.488472059398,157.092614302462,880.031262211801,238.765142633841,128.565846033607,112.739351309105,784.095349745995,32.0437670965221,118.405627198124,184.251660805002,85.5803048065651,61.3520906604142,13.2864400156311,27.1590465025401,35.7561547479484,27.9406017975772,273.739742086753,0,22.0789370847987,5.66627588901915,29.5037123876514,20.3204376709652,12.1141070730754,4.68933177022274,31.262211801485,18.757327080891,32.0437670965221,13.0910511918718,26.1821023837437,6.44783118405627,7.2293864790934,0.586166471277843,7.81555295037124,30.0898788589293,2.14927706135209,7.03399765533411,5.47088706525987,0,3.1262211801485,3.51699882766706,0,1.36772176631497,5.47088706525987,2.14927706135209,15.2403282532239,9.1832747166862,2.14927706135209,1.95388823759281,5.47088706525987,0.195388823759281,0.586166471277843,0,3.1262211801485,4.29855412270418,2.34466588511137,3.1262211801485,0.976944118796405,0.195388823759281,0.195388823759281,0,0.586166471277843,0.781555295037124,0.781555295037124,0.390777647518562,0,1.56311059007425,0,0,0.195388823759281,0.976944118796405,0,0.195388823759281,0.195388823759281,0,0.195388823759281,0.390777647518562,0.390777647518562,0,0.390777647518562,0.390777647518562,0.390777647518562,0.195388823759281,0.195388823759281,0,0,0,0.195388823759281,0,0.390777647518562,0,0,0,0,0,0,0.390777647518562,0,0.390777647518562,0,0,0.195388823759281,0,0,0.586166471277843,0,0,0
"SP_F43_IN1",132.82926330847,656.993971594973,721.024488266748,4057.08252443718,190.048022887504,445.829501719969,289.159088586901,45.6387725213719,2040.80242498553,498.961207043357,103.198119955042,27.5876162256054,385.204863594564,1.02176356391131,13.9641020401212,119.205749122986,54.1534688872995,10.5582234937502,2.38411498245973,14.9858656040326,5.44940567419366,3.40587854637104,66.4146316542352,0.340587854637104,14.3046898947584,0.681175709274207,6.13058138346787,18.3917441504036,0.340587854637104,0.340587854637104,11.5799870576615,0.340587854637104,12.2611627669357,2.04352712782262,4.42764211028235,0.340587854637104,0.681175709274207,0.681175709274207,0.681175709274207,6.47116923810497,0.340587854637104,3.74646640100814,1.02176356391131,0,2.72470283709683,4.76822996491945,0,0,0,3.74646640100814,2.38411498245973,4.76822996491945,0,0,1.02176356391131,0,0,0.340587854637104,0.681175709274207,0.340587854637104,1.70293927318552,2.04352712782262,0,0,0.340587854637104,0,0.340587854637104,0,0,1.02176356391131,0,0.340587854637104,0.340587854637104,0,0.340587854637104,0,0,0,0,0,0.681175709274207,0,0.340587854637104,0,0,0.340587854637104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340587854637104,0,0,0,0,0,0,0,0,0,0,0
"SP_F43_IN2",80.2557601146511,1113.87939587697,1430.27229632896,3546.24627935178,16.9771800242531,1007.16569286738,39.0254657700364,12.7880057325543,1075.73586153677,1281.00540183001,19.1820085988314,8.59883144085547,122.147503031639,1.76386285966266,5.07110572153015,22.2687686032411,8.37834858339764,3.08676000440966,2.64579428949399,3.74820857678315,1.322897144747,1.10241428728916,36.6001543380002,0,1.98434571712049,1.10241428728916,1.98434571712049,1.54338000220483,0.440965714915665,0,0.881931429831331,0,2.64579428949399,1.54338000220483,0,0.220482857457833,0.220482857457833,61.0737515158197,0,1.10241428728916,0.220482857457833,0.440965714915665,30.4266343291809,0,0,0,0,0,0,11.0241428728916,0.440965714915665,1.322897144747,0.220482857457833,0,0,13.22897144747,0,0,0.220482857457833,0,0,0.220482857457833,0,0,25.1350457501929,0,0,0,0,0.220482857457833,0,0.661448572373498,0.220482857457833,0,0,0,0,0,0,0,0,0,0,0,0.220482857457833,0,0,0,0.220482857457833,0,0,0,0,0,0,0,0,0,0,0,1.54338000220483,0,0,0,0,0,0,0,0,0,0,0,0
"SP_F43_IN3",92.3144552714485,1177.37563191443,2104.91611107041,3178.25481720273,77.6613671331233,555.352040442523,107.70019781669,41.7613011942267,523.115246538208,1463.11085061177,55.6817349256356,9.52450728991135,277.676020221262,0.732654406916257,17.5837057659902,60.8103157740494,27.1082130559015,12.4551249175764,0.732654406916257,7.32654406916258,5.1285808484138,5.86123525533006,43.9592644149755,0,8.79185288299509,0.732654406916257,3.66327203458129,11.7224705106601,2.93061762766503,0.732654406916257,5.86123525533006,1.46530881383251,5.1285808484138,3.66327203458129,5.1285808484138,0.732654406916257,4.39592644149755,35.1674115319804,0,2.93061762766503,3.66327203458129,0.732654406916257,16.8510513590739,0,0,3.66327203458129,0,0,0.732654406916257,2.93061762766503,0.732654406916257,1.46530881383251,0,0,0,0,0.732654406916257,0,0.732654406916257,0.732654406916257,0.732654406916257,1.46530881383251,0,0.732654406916257,12.4551249175764,0,0,0,0.732654406916257,0,0,6.59388966224632,0,0,5.1285808484138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SP_G58",1210.80630531245,849.697237135643,717.315094015837,354.98026525459,1226.49604079331,72.8101787158932,498.639405751269,174.548307224633,0.980608467554117,600.622686376897,178.225588977961,197.837758329043,928.881370890638,54.178617832365,540.07011350543,237.307249148096,91.4417395994214,136.794881223799,66.1910715599029,34.5664484812826,120.614841509156,78.6938295212179,415.777990242946,0,67.4168321443456,33.0955357799515,92.6675001838641,23.2894511044103,56.6301390012503,22.3088426368562,95.6093255865264,82.1259591576573,132.872447353583,14.4639748964232,51.7270966634797,20.3476257017479,25.9861243901841,0,50.501336079037,116.447255522051,5.8836508053247,14.9542791302003,0.245152116888529,2.94182540266235,18.1412566497512,16.67034394842,1.22576058444265,6.12880292221323,20.1024735848594,0,69.8683533132309,7.59971562354441,9.56093255865264,9.80608467554117,11.7673016106494,0,8.33517197421,0.735456350665588,7.35456350665588,14.4639748964232,12.502757961315,8.09001985732147,1.47091270133118,2.20636905199676,0,1.47091270133118,6.86425927287882,5.14819445465912,3.18697751955088,2.20636905199676,0,5.14819445465912,0,0.245152116888529,1.22576058444265,6.86425927287882,0.980608467554117,0.490304233777059,1.96121693510823,0,0.980608467554117,2.69667328577382,1.71606481821971,2.45152116888529,5.14819445465912,1.96121693510823,3.18697751955088,5.39334657154765,0.980608467554117,0.735456350665588,0,1.22576058444265,0.735456350665588,0.735456350665588,3.43212963643941,2.20636905199676,0,0.245152116888529,0,1.47091270133118,0.245152116888529,1.47091270133118,0.735456350665588,0,0,0.735456350665588,0.980608467554117,0,0.490304233777059,0,0,0.245152116888529,0
"SP_G58_CONINT",1112.24559253965,1310.32604996256,887.618269688925,594.241372268736,1068.00081682663,12.2523994282214,413.178136273909,136.137771424682,4.08413314274045,817.507317405214,236.879722278946,77.5985297120686,965.897488258117,36.7571982846641,387.31195970322,264.787965421006,100.741950854265,77.5985297120686,63.9847525696004,30.6309985705534,63.9847525696004,42.2027091416513,486.692532843237,0.680688857123409,48.328908855762,6.80688857123409,76.9178408549452,27.2275542849364,12.2523994282214,13.6137771424682,88.4895514260432,13.6137771424682,151.79361513852,5.44551085698727,29.95030971343,10.8910217139745,10.8910217139745,0.680688857123409,8.84895514260432,90.5316179974134,6.12619971411068,7.4875774283575,0,0,14.975154856715,26.5468654278129,4.08413314274045,4.08413314274045,0.680688857123409,0,25.1854877135661,11.571710571098,1.36137771424682,1.36137771424682,2.04206657137023,0,2.72275542849364,4.08413314274045,6.12619971411068,8.84895514260432,5.44551085698727,6.80688857123409,0,0.680688857123409,0,1.36137771424682,2.72275542849364,4.08413314274045,4.08413314274045,4.08413314274045,0,2.72275542849364,0,0,5.44551085698727,7.4875774283575,1.36137771424682,1.36137771424682,0.680688857123409,1.36137771424682,6.12619971411068,2.04206657137023,0,4.08413314274045,2.72275542849364,0,3.40344428561704,2.72275542849364,4.76482199986386,0,0,0.680688857123409,1.36137771424682,0.680688857123409,0.680688857123409,0,0,0,0,0,0,0.680688857123409,0,0,0,0,0,4.76482199986386,0.680688857123409,0,0,0,0
"SP_G58_CORE1",501.806870682951,985.773752344358,1357.66890810118,1830.6573349801,487.626366588903,442.340240611134,413.979232423036,171.995791592333,271.259320250675,1200.76849183477,115.731210832075,182.059375142949,699.41905676776,46.2009972096427,121.22043822332,155.528109418599,96.061479346782,95.6040437308449,21.9569095649787,34.7651068112163,40.7117698183981,42.9989478980833,257.9936873885,0,28.8184438040346,11.8933260143635,28.3610081880975,19.6697314852934,8.23384108686702,7.31896985499291,38.4245917387128,16.010246557797,42.0840766662092,9.60614793467819,27.4461369562234,10.5210191665523,7.31896985499291,1.37230684781117,7.77640547092997,34.7651068112163,2.74461369562234,5.48922739124468,13.2656328621746,1.37230684781117,4.57435615937057,1.82974246374823,2.28717807968528,0.457435615937057,3.2020493115594,4.11692054343351,14.1805040940488,6.4040986231188,2.28717807968528,0.914871231874114,5.94666300718174,0.914871231874114,1.82974246374823,0.457435615937057,3.65948492749646,8.23384108686702,2.74461369562234,6.4040986231188,4.11692054343351,3.2020493115594,5.48922739124468,0,0.457435615937057,0,0,1.82974246374823,0,5.94666300718174,0,0,0,2.74461369562234,0,0,1.37230684781117,0,0.914871231874114,0,0.457435615937057,0.457435615937057,0,0.457435615937057,1.37230684781117,1.82974246374823,0,0,0,0,0,0,1.37230684781117,0,0,0,0,0,0.457435615937057,0.457435615937057,0,0,0,0,0,0,0,0,0,0,0
"SP_G58_CORE2",355.848252580315,1288.3588367138,2324.0820166579,1350.89515481889,92.4209302969092,348.377099532361,97.401698995545,30.9914496804007,193.419851130358,3335.17806248098,19.9230747945433,30.7147403082542,136.141011096046,7.1944436758073,47.0405932648939,36.5256371233294,78.0320429452946,15.7724342123468,6.91773430366087,5.25747807078226,9.68482802512521,7.47115304795373,56.1720025457262,0,7.1944436758073,1.93696560502504,18.5395279338111,3.59722183790365,2.21367497717148,1.66025623287861,6.91773430366087,5.81089681507513,14.9423060959075,5.53418744292869,3.32051246575722,1.66025623287861,0.553418744292869,0.276709372146435,2.21367497717148,12.4519217465896,1.66025623287861,1.66025623287861,5.53418744292869,0,0.553418744292869,1.38354686073217,2.21367497717148,0.830128116439304,0.276709372146435,1.66025623287861,2.21367497717148,1.66025623287861,0.553418744292869,0,1.10683748858574,0,0,0.553418744292869,1.66025623287861,4.15064058219652,0.276709372146435,0.553418744292869,0.830128116439304,0.276709372146435,0,0,0,0,0.276709372146435,0,0,4.70405932648939,0,0,0.830128116439304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830128116439304,0.276709372146435,0,0,0,0,0,0,0,0,0,0,0.276709372146435,0.276709372146435,0,0,0,0,0,0,0,0,0,0,0
"SP_G58_CORE3",1059.06040268456,818.120805369127,1092.61744966443,291.946308724832,671.812080536913,153.691275167785,701.342281879195,89.9328859060403,22.8187919463087,902.684563758389,62.4161073825503,267.785234899329,397.986577181208,32.2147651006711,985.234899328859,83.8926174496644,193.959731543624,171.140939597315,88.5906040268456,30.8724832214765,86.5771812080537,90.6040268456376,240.268456375839,0,49.6644295302013,48.993288590604,95.3020134228188,13.4228187919463,18.7919463087248,64.4295302013423,177.852348993289,158.389261744966,86.5771812080537,15.4362416107383,60.4026845637584,32.8859060402685,15.4362416107383,0,70.4697986577181,133.557046979866,4.69798657718121,22.8187919463087,12.751677852349,0,43.6241610738255,8.7248322147651,2.01342281879195,23.489932885906,14.7651006711409,0,36.241610738255,7.38255033557047,16.1073825503356,0.671140939597315,52.3489932885906,0,0,2.68456375838926,8.05369127516778,62.4161073825503,4.69798657718121,13.4228187919463,1.34228187919463,4.02684563758389,0,3.35570469798658,3.35570469798658,0.671140939597315,2.01342281879195,0.671140939597315,0,4.69798657718121,0,2.01342281879195,1.34228187919463,3.35570469798658,0,2.68456375838926,0,0,0,0.671140939597315,0,0,5.36912751677852,1.34228187919463,28.8590604026846,0,6.04026845637584,4.02684563758389,0,0,0,0,2.68456375838926,0,0,0,0,0.671140939597315,0,0.671140939597315,1.34228187919463,0,0,2.01342281879195,0.671140939597315,0,0,0.671140939597315,0.671140939597315,0,0
