"","Proteobacteria","Verrucomicrobia","Actinobacteria","Acidobacteria","Chloroflexi","Entotheonellaeota","Rokubacteria","Bacteria_unclassified","Bacteroidetes","Firmicutes","Nitrospirae","Planctomycetes","Dependentiae","Epsilonbacteraeota","Gemmatimonadetes","Cyanobacteria","Chlamydiae","Latescibacteria","Deinococcus-Thermus","FBP","BRC1","Armatimonadetes","Fibrobacteres","Patescibacteria","Elusimicrobia","WPS-2","RsaHf231","Fusobacteria","Tenericutes","Hydrogenedentes","Synergistetes","WS2","Spirochaetes","GAL15","Lentisphaerae","Kiritimatiellaeota","FCPU426","Omnitrophicaeota"
"WIN_F94",2547.11246200608,708.440495674538,2636.42740238485,1919.10217442132,630.348375029226,62.6607435118073,219.78021978022,105.681552490063,397.474865559972,26.6541968669628,30.3951367781155,510.170680383446,12.6256722001403,0,94.4587327566051,8.41711480009352,6.54664484451719,33.20084171148,0,0,3.27332242225859,18.2370820668693,1.40285246668225,12.6256722001403,10.2875847556699,0,0,0,0,0.467617488894085,0,0.935234977788169,0,0,0,1.87046995557634,0,1.40285246668225
"WIN_F94_CONINT",2520.39789873701,714.951007786595,3112.77523192131,1591.59494802727,566.297827949778,64.0810700048433,158.339853209642,73.7677433776685,349.465370142692,115.494951752915,25.3343765135427,587.161432137402,4.4707723259193,0.372564360493275,65.9438918073097,6.70615848887895,5.9610297678924,7.45128720986551,0,0,3.72564360493275,9.31410901233188,2.23538616295965,8.19641593085205,4.09820796542603,0,0,0,0,0,0,0,0,0,0,0.74512872098655,0,0.74512872098655
"WIN_F94_CORE1",3366.76217765043,885.864374403056,2117.95606494747,1048.23304680038,420.248328557784,45.3677172874881,217.287488061127,109.837631327603,408.309455587393,780.80229226361,14.3266475644699,470.391595033429,9.55109837631328,11.9388729703916,50.1432664756447,0,14.3266475644699,11.9388729703916,0,0,0,7.16332378223496,0,4.77554918815664,0,0,0,0,4.77554918815664,0,0,0,0,0,0,0,0,0
"WIN_F94_CORE2",2523.26336290846,1077.68881194547,2560.05193681021,1480.19909110582,523.696169660247,103.873620428479,307.292793767583,103.873620428479,194.763038303398,398.182211642502,8.65613503570656,595.109283704826,15.1482363124865,6.49210127677992,54.100843973166,0,8.65613503570656,28.1324388660463,0,0,0,2.16403375892664,0,6.49210127677992,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16403375892664
"WIN_F94_CORE3",2612.76595744681,636.170212765957,2997.87234042553,1376.59574468085,470.212765957447,114.893617021277,178.723404255319,146.808510638298,404.255319148936,306.382978723404,23.4042553191489,591.489361702128,12.7659574468085,2.12765957446809,59.5744680851064,2.12765957446809,2.12765957446809,38.2978723404255,0,0,0,17.0212765957447,6.38297872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_F94_IN1",3280.26592022393,50.7347795661302,1492.30230930721,108.467459762071,82.2253324002799,1.74947515745276,8.74737578726382,26.2421273617915,1686.49405178446,3184.04478656403,1.74947515745276,45.4863540937719,0,0,3.49895031490553,1.74947515745276,3.49895031490553,0,0,0,0,0,0,1.74947515745276,0,0,12.2463261021694,3.49895031490553,5.24842547235829,0,0,0,0,0,0,0,0,0
"WIN_F94_IN2",2445.47787042976,192.431045542014,1577.93457344452,243.745991019885,168.377164849262,6.4143681847338,32.071840923669,22.4502886465683,1473.70109044259,3609.68569595895,0,171.584348941629,0,8.01796023091726,17.639512508018,4.81077613855035,4.81077613855035,0,0,1.60359204618345,0,3.2071840923669,0,0,0,0,1.60359204618345,4.81077613855035,9.62155227710071,0,0,0,0,0,0,0,0,0
"WIN_F94_IN3",4321.71687340028,159.480212640283,2337.07422721008,157.511321126206,141.760189013585,7.8755660563103,29.5333727111636,15.7511321126206,1976.76708013388,704.863162039772,7.8755660563103,112.226816302422,0,1.96889151407757,9.84445757038787,1.96889151407757,3.93778302815515,0,0,0,0,0,0,0,0,0,1.96889151407757,0,7.8755660563103,0,0,0,0,0,0,0,0,0
"WIN_G110",2223.81122631391,1179.83553807651,2642.11655345013,1712.54915981409,532.713621737576,92.9567393636039,336.074365391491,132.284590632821,96.5319985698963,193.063997139793,35.7525920629246,664.998212370397,17.8762960314623,0,78.655702538434,0,7.15051841258491,32.1773328566321,0,0,0,7.15051841258491,0,3.57525920629246,7.15051841258491,0,0,0,0,0,0,0,0,0,0,3.57525920629246,0,0
"WIN_G110_CONINT",2629.70649273644,720.426919656093,2668.24785057812,1710.64334420397,738.215238659947,41.5060776756597,121.553513193003,59.2943966795138,323.15446190335,80.0474355173436,29.6471983397569,735.250518825971,5.92943966795138,0,77.0827156833679,14.8235991698784,2.96471983397569,11.8588793359028,0,0,2.96471983397569,8.89415950192707,2.96471983397569,8.89415950192707,5.92943966795138,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_G110_CORE1",2393.80309845077,534.732633683158,2176.41179410295,687.156421789105,354.822588705647,7.49625187406297,129.935032483758,42.4787606196901,419.790104947526,2806.09695152424,2.49875062468766,317.341329335332,4.99750124937531,7.49625187406297,59.9700149925037,0,7.49625187406297,9.99500249875062,0,0,0,14.9925037481259,2.49875062468766,7.49625187406297,2.49875062468766,0,0,9.99500249875062,0,0,0,0,0,0,0,0,0,0
"WIN_G110_CORE2",2422.92870905588,1286.12716763006,1960.50096339114,2003.85356454721,481.695568400771,101.156069364162,375.722543352601,240.847784200385,231.21387283237,120.423892100193,28.9017341040462,529.865125240848,19.2678227360308,0,91.5221579961464,0,4.81695568400771,57.8034682080925,0,0,0,28.9017341040462,0,4.81695568400771,4.81695568400771,0,0,0,0,0,0,0,0,0,0,0,0,4.81695568400771
"WIN_G110_CORE3",3068.92067620286,594.928478543563,2773.08192457737,1085.82574772432,461.638491547464,48.7646293888167,188.556566970091,97.5292587776333,659.947984395319,354.356306892068,22.7568270481144,526.65799739922,13.0039011703511,3.25097529258778,42.2626788036411,0,9.75292587776333,26.0078023407022,0,0,0,16.2548764629389,0,6.50195058517555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WIN_G110_IN1",4061.30997715156,79.96953541508,2408.60624523991,26.6565118050267,178.979436405179,0,1.9040365575019,51.4089870525514,2121.09672505712,826.351865955826,0,146.610814927647,0,3.80807311500381,0,0,0,0,15.2322924600152,26.6565118050267,32.3686214775324,0,0,3.80807311500381,0,1.9040365575019,0,0,13.3282559025133,0,0,0,0,0,0,0,0,0
"WIN_G110_IN2",3403.53425320746,130.718954248366,2541.75744371823,123.456790123457,498.668603243767,4.84144274993948,16.9450496247882,14.5243282498184,1922.05277172597,1152.2633744856,0,125.877511498427,0,0,14.5243282498184,2.42072137496974,19.3657709997579,0,0,12.1036068748487,0,0,0,4.84144274993948,0,0,7.26216412490922,0,4.84144274993948,0,0,0,0,0,0,0,0,0
