"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu04714","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillaceae_unclassified"
"Otu04715","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13","37-13_ge"
"Otu04716","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu04717","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","H1"
"Otu04718","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"Otu04719","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu04720","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu04721","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu04722","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu04723","Bacteria","FBP","FBP_cl","FBP_or","FBP_fa","FBP_ge"
"Otu04724","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichales_unclassified","Microtrichales_unclassified"
"Otu04725","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadales_fa","Armatimonadales_ge"
"Otu04726","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"Otu04727","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified"
"Otu04728","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04729","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","uncultured"
"Otu04730","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu04731","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Otu04732","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Silvanigrella"
"Otu04733","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"Otu04734","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Saccharimonadaceae_ge"
"Otu04735","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu04736","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Otu04737","Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu04738","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu04739","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","TRA3-20_ge"
"Otu04740","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_ge"
"Otu04741","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu04743","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured"
"Otu04744","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu04745","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","Obscuribacterales_fa","Obscuribacterales_ge"
"Otu04746","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04747","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu04748","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"Otu04749","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu04750","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu04751","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum"
"Otu04752","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Otu04753","Bacteria","FBP","FBP_cl","FBP_or","FBP_fa","FBP_ge"
"Otu04754","Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_or","MB-A2-108_fa","MB-A2-108_ge"
"Otu04755","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Gigarickettsia"
"Otu04756","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"Otu04757","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"Otu04758","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu04759","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured"
"Otu04760","Bacteria","Chloroflexi","AD3","AD3_or","AD3_fa","AD3_ge"
"Otu04761","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu04762","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified"
"Otu04763","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"Otu04764","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu04765","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu04766","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"Otu04767","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured"
"Otu04768","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"Otu04769","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu04770","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge"
"Otu04771","Bacteria","Acidobacteria","Acidobacteriia","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu04772","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu04773","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu04774","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","0319-6G20_ge"
"Otu04775","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu04776","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu04777","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","uncultured"
"Otu04778","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu04779","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales_unclassified","Saccharimonadales_unclassified"
"Otu04780","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu04781","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04782","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu04783","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu04784","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu04785","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Aquaspirillaceae","Rivicola"
"Otu04786","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu04787","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu04788","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu04789","Bacteria","BRC1","BRC1_cl","BRC1_or","BRC1_fa","BRC1_ge"
"Otu04790","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Fodinicola"
"Otu04791","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"Otu04792","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu04793","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu04794","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"Otu04795","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu04796","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"Otu04797","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Betaproteobacteriales_unclassified","Betaproteobacteriales_unclassified"
"Otu04798","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu04799","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadales_fa","Chthonomonadales_ge"
"Otu04800","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","01D2Z36","01D2Z36_ge"
"Otu04802","Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_or","MB-A2-108_fa","MB-A2-108_ge"
"Otu04803","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04804","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","Babeliaceae_unclassified"
"Otu04805","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu04806","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu04807","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichales_unclassified","Microtrichales_unclassified"
"Otu04808","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillaceae_unclassified"
"Otu04809","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04810","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu04811","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Otu04812","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured"
"Otu04813","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"Otu04814","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu04815","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu04816","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu04817","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12_ge"
"Otu04818","Bacteria","WPS-2","WPS-2_cl","WPS-2_or","WPS-2_fa","WPS-2_ge"
"Otu04819","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Allocatelliglobosispora"
"Otu04820","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaerales_unclassified","Tepidisphaerales_unclassified"
"Otu04821","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae_ge"
"Otu04822","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04823","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Fonticella"
"Otu04824","Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia_or","Sericytochromatia_fa","Sericytochromatia_ge"
"Otu04825","Bacteria","Acidobacteria","Subgroup_18","Subgroup_18_or","Subgroup_18_fa","Subgroup_18_ge"
"Otu04826","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","0319-6G20_ge"
"Otu04827","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"Otu04828","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu04829","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu04830","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"Otu04831","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified"
"Otu04832","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu04833","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu04834","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pseudopedobacter"
"Otu04835","Bacteria","Bacteroidetes","Ignavibacteria","OPB56","OPB56_fa","OPB56_ge"
"Otu04836","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"Otu04837","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon"
"Otu04838","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Pseudactinotalea"
"Otu04839","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"Otu04840","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parapusillimonas"
"Otu04841","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocapsa"
"Otu04842","Bacteria","Verrucomicrobia","Verrucomicrobiae","S-BQ2-57_soil_group","S-BQ2-57_soil_group_fa","S-BQ2-57_soil_group_ge"
"Otu04843","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu04844","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"Otu04845","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured_ge"
"Otu04846","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu04847","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu04848","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Family_XI_unclassified"
"Otu04849","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"Otu04850","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured_ge"
"Otu04851","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"Otu04852","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"Otu04853","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","uncultured_fa","uncultured_ge"
"Otu04854","Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu04855","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu04856","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu04857","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Tissierella"
"Otu04858","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu04859","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu04860","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"Otu04861","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu04862","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"Otu04864","Bacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu04865","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu04866","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"Otu04867","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu04868","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu04869","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04870","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"Otu04871","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured_ge"
"Otu04872","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"Otu04873","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacteraceae_unclassified"
"Otu04874","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu04875","Bacteria","Armatimonadetes","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu04876","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu04877","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu04878","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04879","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Otu04880","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu04881","Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_or","MB-A2-108_fa","MB-A2-108_ge"
"Otu04882","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured"
"Otu04883","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea"
"Otu04884","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Otu04885","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu04886","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu04887","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","R7C24_fa","R7C24_ge"
"Otu04888","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu04889","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu04890","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured_ge"
"Otu04891","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04892","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu04893","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Otu04894","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Otu04895","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu04896","Bacteria","Actinobacteria","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu04897","Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu04898","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu04899","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured"
"Otu04900","Bacteria","Bacteroidetes","Ignavibacteria","SJA-28","SJA-28_fa","SJA-28_ge"
"Otu04902","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"Otu04903","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_ge"
"Otu04904","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu04905","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu04906","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacteraceae_unclassified"
"Otu04907","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured_ge"
"Otu04908","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas"
"Otu04909","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu04911","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04912","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexales_unclassified","Chloroflexales_unclassified"
"Otu04913","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu04914","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b","A21b_ge"
"Otu04915","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_unclassified"
"Otu04916","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured"
"Otu04917","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadales_fa","Armatimonadales_ge"
"Otu04918","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu04919","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","uncultured","uncultured_ge"
"Otu04921","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","0319-6G20_ge"
"Otu04922","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu04923","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu04924","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"Otu04925","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu04926","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu04927","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu04928","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge"
"Otu04929","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"Otu04930","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"Otu04931","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"Otu04932","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae_unclassified"
"Otu04933","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu04934","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu04935","Bacteria","Chloroflexi","TK10","TK10_or","TK10_fa","TK10_ge"
"Otu04936","Bacteria","Planctomycetes","Phycisphaerae","mle1-8","mle1-8_fa","mle1-8_ge"
"Otu04937","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu04938","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu04939","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified"
"Otu04940","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu04941","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu04942","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium"
"Otu04943","Bacteria","Actinobacteria","Thermoleophilia","uncultured","uncultured_fa","uncultured_ge"
"Otu04944","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","uncultured"
"Otu04945","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13","37-13_ge"
"Otu04946","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerellaceae_unclassified"
"Otu04947","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27","mle1-27_ge"
"Otu04948","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae_unclassified"
"Otu04949","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Family_XI_unclassified"
"Otu04950","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
