"Temperature","ADH_10_actual","moisture","pH_LRR","EC_LRR","BG_LRR","NAG_LRR","PHOS_LRR","LAP_LRR","o__Saccharomycetales","o__Microascales","o__Trichosporonales","o__Hypocreales","o__Thelebolales","o__Eurotiales","o__Mortierellales","k__Fungi_unclassified","o__Sordariales","o__Atractiellales","o__Thelephorales","o__Chaetothyriales","o__Pezizales","o__Heterogastridiales","o__Calosphaeriales","o__Cystofilobasidiales","o__Onygenales","p__Rozellomycota_unclassified","o__GS10","o__Helotiales","o__Rhizophydiales","o__Agaricales","o__unclassified_Rozellomycota","o__Dothideomycetes_ord_Incertae_sedis","p__Basidiomycota_unclassified","o__Mucorales","p__Mortierellomycota_unclassified","p__Chytridiomycota_unclassified","o__Leucosporidiales","o__Pleosporales","o__GS08","o__Russulales","o__Capnodiales","o__unclassified_Mortierellomycota","o__Chaetosphaeriales","o__Pyxidiophorales","o__Tremellales","o__Xylariales","o__GS11","o__Coniochaetales","o__Branch06","o__Auriculariales","o__Cantharellales","o__Boletales","o__unclassified_Glomeromycota","c__Orbiliomycetes_unclassified","o__Diversisporales","o__Sanchytriales","o__unclassified_Fungi","o__Endogonales","c__Archaeorhizomycetes_unclassified","o__Ophiostomatales","o__Orbiliales","o__Polyporales","o__Trechisporales","c__Microbotryomycetes_unclassified","o__Glomerales","p__Ascomycota_unclassified","c__Tremellomycetes_unclassified","o__Mytilinidales","o__Acrospermales","o__Moniliellales","c__Eurotiomycetes_unclassified","o__Diaporthales","p__Glomeromycota_unclassified","o__unclassified_Chytridiomycota","o__Venturiales","c__Agaricomycetes_unclassified","o__Malasseziales","o__Microbotryomycetes_ord_Incertae_sedis","o__Glomerellales","o__Sebacinales","o__Lobulomycetales","o__Microstromatales","o__Filobasidiales","o__Zoopagales","o__Dothideales","o__GS04","p__Mucoromycota_unclassified","c__Sordariomycetes_unclassified","o__GS07","o__Phallales","o__Erythrobasidiales","o__Kickxellales","o__Chytridiales","c__Paraglomeromycetes_unclassified","o__Tubeufiales","o__Taphrinales","o__Geastrales","o__Hymenochaetales","o__Botryosphaeriales","o__Rozellomycotina_ord_Incertae_sedis","o__Spizellomycetales","o__GS06","o__Olpidiales","o__Archaeorhizomycetales","o__Sporidiobolales","o__GS16","o__unclassified_Blastocladiomycota","o__Branch02","c__Leotiomycetes_unclassified","o__Myrmecridiales","o__Pleurotheciales","c__Cystobasidiomycetes_unclassified","o__unclassified_Eurotiomycetes","o__Geminibasidiales","o__Rhizophlyctidales","o__unclassified_Tremellomycetes","o__unclassified_Agaricostilbomycetes","o__GS19","o__unclassified_GS35","o__Savoryellales","o__Tremellodendropsidales","o__Valsariales","o__Pezizomycotina_ord_Incertae_sedis","o__Polychytriales","o__unclassified_Orbiliomycetes","o__GS17","o__GS36","o__Minutisphaerales","o__Phaeomoniellales","o__GS02","o__GS05","o__Magnaporthales","o__Exobasidiales","o__Togniniales","o__unclassified_GS14","p__Blastocladiomycota_unclassified","c__Agaricostilbomycetes_unclassified","c__Dothideomycetes_unclassified","o__Paraglomerales","o__Phacidiales","o__unclassified_Microbotryomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","o__unclassified_Mucoromycota","o__Classiculales","o__Geoglossales","o__Tritirachiales","o__Umbelopsidales","o__Sordariomycetes_ord_Incertae_sedis","o__Archaeosporales","o__Hyaloraphidiales","o__Ustilaginales","o__Lulworthiales","o__Boliniales","o__Gomphales","o__Agaricostilbales"
13.916,0,0.37415748481475,0.0548834569850921,-1.21157740371116,0.357490136304582,-0.216286886196083,-0.239730626708383,0.419917404230569,118.019453295321,1162.1666946168,331.628374979037,2361.01794398793,104.603387556599,439.376152943149,409.399631058192,777.293308737213,364.53966124434,28.299513667617,13.6256917658897,441.89166526916,104.813013583767,3.7732684890156,0.419252054335066,70.8535971826262,311.085024316619,12.577561630052,17.6085862820728,752.767063558611,106.699647828274,166.443065571021,15.5123260103974,78.6097601878249,90.9776957907094,67.2899547207781,0,62.2589300687573,3.56364246184806,498.071440550059,6.28878081502599,7.75616300519873,76.0942478618145,0,7.12728492369613,14.6738219017273,19.4952205265806,73.7883615629717,87.4140533288613,4.40214657051819,42.1348314606742,6.28878081502599,57.018279389569,7.12728492369613,5.86952876069093,25.9936273687741,13.6256917658897,0.209626027167533,127.662250545028,18.6567164179104,0,4.19252054335066,10.2716753312091,42.5540835150092,3.7732684890156,26.4128794231092,4.82139862485326,94.5413382525574,2.5155123260104,0,14.6738219017273,0,44.021465705182,2.09626027167533,7.12728492369613,0.209626027167533,4.40214657051819,32.4920342109676,0,2.30588629884286,13.4160657387221,6.49840684219353,2.5155123260104,0,3.7732684890156,0,2.30588629884286,0,0.838504108670133,15.9315780647325,0,18.2374643635754,7.33691095086366,7.96578903236626,1.67700821734026,3.56364246184806,14.4641958745598,0,10.0620493040416,10.9005534127117,4.19252054335066,2.93476438034546,11.1101794398793,0.419252054335066,0,0,2.72513835317793,1.8866342445078,4.61177259768573,0,3.35401643468053,0,2.72513835317793,0.838504108670133,0,0,0,0,0,3.7732684890156,0,1.46738219017273,0,0,0,0,9.22354519537146,0,0,0,0,0,1.2577561630052,0.838504108670133,0,0,0,0,0,1.46738219017273,0,0,0,0,0,3.56364246184806,0,0,0,0,0,0,0,0,0,0,0.838504108670133
0.108,1484.147,0.380627484041912,0.0734793707710534,2.07189355568181,0.252872514148921,-1.61380648571455,-0.179449693848047,0.461975420917413,384.73359224386,1223.77133916348,625.576262188819,3376.2677768154,66.7765639406555,360.844905143751,344.639713894555,587.019083009695,163.448911737588,345.198513592803,117.347936632114,150.177418904194,131.038529239194,0.698499622810204,0.279399849124081,44.0054762370428,232.460674471236,10.337794417591,11.5950937386494,113.436338744377,60.2106674862396,331.927020759409,6.14679668072979,22.4916878544886,39.6747785756196,47.3582744265318,0,47.91707412478,3.63219803861306,361.962504540248,11.7347936632114,3.35279818948898,14.5287921544522,7.68349585091224,0.419099773686122,60.3503674108016,10.0583945684669,48.7552736721522,72.3645609231371,2.09549886843061,13.830292531642,7.12469615266408,22.4916878544886,1.53669917018245,1.39699924562041,4.33069766142326,5.16889720879551,0.977899471934285,144.030622223464,25.1459864211673,0,1.95579894386857,5.16889720879551,28.4987846106563,0,25.1459864211673,17.4624905702551,36.6013802352547,0,0,14.2493923053282,0,15.7860914755106,0,0,65.6589645441591,0.838199547372244,12.7126931351457,0,0.558799698248163,0,0,0.698499622810204,0,2.79399849124081,0,0.279399849124081,0,0.558799698248163,7.96289570003632,0,12.1538934368975,0.977899471934285,2.79399849124081,1.25729932105837,3.91159788773714,0,0,7.5437959263502,9.91869464390489,0,0,12.8523930597077,0,0,0,0,4.61009751054735,15.0875918527004,0.279399849124081,0,0.139699924562041,0.419099773686122,0,0,0.977899471934285,0,0,1.81609901930653,4.4703975859853,0.698499622810204,1.53669917018245,0,0,0,0,10.4774943421531,0,0,0,0.977899471934285,0,0.698499622810204,0,0,0,0,0,0,0.558799698248163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279399849124081,0,0
17.834,1989.56009,0.370150484951505,0.354934299460948,2.99364834744225,1.03203006337021,1.05070770445481,0.1014779678939,1.28592394088959,338.567807135444,1523.5551321095,406.451503138983,2242.54385218708,158.565425251374,460.894567602974,258.264287051057,665.39632849584,309.644929138949,312.026813209248,3.91309525834936,182.04399680147,1328.07050376848,1.36107661159977,2.38188407029961,43.7245861476428,257.753883321708,99.1884580703336,5.4443064463991,173.196998826071,34.1970498664444,159.926501862974,9.35740170474846,3.74296068189938,41.0024329244432,33.0061078312945,4.93390271704919,48.658488864692,0.340269152899944,221.685353114313,0.680538305799888,1.87148034094969,12.5899586572979,6.29497932864896,2.89228779964952,20.4161491739966,16.5030539156473,56.1444102284907,111.268012998282,2.38188407029961,1.87148034094969,24.159109855896,1.1909420351498,7.31578678734879,0.510403729349916,28.5826088435953,1.1909420351498,1.70134576449972,71.9669258383381,11.5691511985981,0,2.38188407029961,14.9718427275975,18.204399680147,0,18.8849379859469,0,74.5189444850877,0,0,12.079554927948,0,20.7564183268966,0.170134576449972,0,10.8886128927982,7.14565221089882,6.80538305799888,0,0,4.2533644112493,3.06242237609949,0,0.170134576449972,0.680538305799888,0,0,0,2.55201864674958,9.52753628119843,0,14.8017081511476,1.87148034094969,1.36107661159977,1.1909420351498,0,0,0,5.95471017574902,5.10403729349916,4.08322983479933,0,2.55201864674958,0,0,0,0.85067288224986,4.93390271704919,0.510403729349916,0,0,0,0.510403729349916,0,0,3.91309525834936,0,0,0,3.23255695254947,0,0,0,0,0,0,18.374534256597,0,0,0,0,0,0.170134576449972,0,0,0,1.02080745869983,0,0,2.38188407029961,0,0,0,0,0,0,0,0,0,0,0,0,4.76376814059921,0,0.85067288224986,0,0
25.066,2973.68,0.37445758807766,0.185845345992697,3.37847530827855,0.0734459723096887,0.250357843619025,-0.325969415945812,0.952903196063404,174.062569336588,720.878633237187,1730.64122476148,1393.05524739294,148.657643665409,483.470157532727,378.52229864655,593.854004881296,274.905702240958,37.2753494564012,10.7610383847349,277.679165742179,1296.20590193033,0.221877080097626,0,40.6035056578655,796.871533170623,71.9991124916796,13.9782560461504,96.6274683825161,38.8284890170845,148.435766585312,2.77346350122032,34.7237630352785,40.7144441979143,79.6538717550477,2.10783226092745,120.257377412913,35.3893942755713,247.725759928999,6.65631240292878,4.65941868205014,37.38628799645,11.7594852451742,4.77035722209896,0.998446860439317,8.32039050366097,85.0898602174395,80.3195029953406,3.99378744175727,0,0.776569780341691,21.1892611493233,2.5515864211227,0.221877080097626,2.21877080097626,2.44064788107389,0,64.1224761482139,19.8579986687375,0,1.22032394053694,13.8673175061016,24.1846017306412,4.21566452185489,27.6236964721544,3.77191036165964,99.622808963834,0.110938540048813,0,11.9813623252718,0,26.7361881517639,1.10938540048813,0,4.10472598180608,14.6438872864433,10.8719769247837,0,0.887508320390504,0.665631240292878,0,0.332815620146439,0,0.221877080097626,0,2.77346350122032,0,1.99689372087863,8.5422675837586,0,14.5329487463945,0.998446860439317,11.4266696250277,0.443754160195252,0.554692700244065,0.998446860439317,0,8.87508320390504,11.4266696250277,6.65631240292878,0.443754160195252,7.32194364322166,0,0,0,1.88595518082982,1.99689372087863,0,0,0,0.332815620146439,2.21877080097626,0.443754160195252,0,1.10938540048813,0.665631240292878,0,0,6.76725094297759,0,0.221877080097626,0,0,3.32815620146439,0,0,0,0,0,0,0,1.10938540048813,0.221877080097626,0.776569780341691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110938540048813,0,0,0.110938540048813,0,0.665631240292878,0,0
11.947,4027.69203,0.458141866658007,0.292835701301415,3.24226688041258,0.52955845563014,0.55085930292658,-0.197992835275358,1.18757768517201,118.642076823681,431.986373781276,1860.38999177728,2137.61306237519,71.9487842123811,276.342065076941,167.978385997886,1922.35404675203,177.669446728533,6.75437566075414,1.17467402795724,106.014331023141,892.458592740514,0,0,45.5186185833431,138.905203805944,61.3767179607659,8.81005520967931,40.2325854575355,10.5720662516152,373.252672383414,6.46070715376483,63.7260660166804,39.9389169505462,235.815811112416,46.9869611182897,19.0884529543052,3.23035357688242,78.9968283801245,2.05567954892517,1.46834253494655,0.881005520967931,0,3.81769059086104,1.46834253494655,4.11135909785035,24.9618230940914,54.6223423000118,0.587337013978621,14.3897568424762,0.293668506989311,2.9366850698931,3.81769059086104,3.52402208387173,1.46834253494655,2.64301656290379,0,96.3232702924938,242.86385528016,0,1.46834253494655,5.5797016327969,22.3188065311876,0,12.334077293551,3.81769059086104,36.4148948666745,0,0,11.1594032655938,0,14.0960883354869,2.34934805591448,0,0,1.46834253494655,2.05567954892517,0,0,0.293668506989311,0,0,0,0,0,0,0,15.2707623634441,1.76201104193586,0,10.5720662516152,2.34934805591448,0.881005520967931,0,0,0.881005520967931,1.46834253494655,10.8657347586045,7.04804416774345,0,0,5.5797016327969,0,0,0,1.17467402795724,1.46834253494655,1.46834253494655,0,0.293668506989311,0.881005520967931,0,0,0,1.76201104193586,0,0,0,13.215082814519,0,0,0,0,0,0,0,0,0,0,0,0,0.881005520967931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587337013978621,0,0,0,1.46834253494655,0
25.158,0,0.328526975207029,0.0574870909176816,-0.189662918888063,-0.671619402979216,0.693682949153159,1.33203973744465,-0.410772644753672,975.921961554589,1680.60735803668,542.031736222992,1268.78682880537,403.87543863521,1030.6548078833,100.196420295292,864.911390170157,143.453024651851,112.555450111452,421.531195515438,102.182692944318,187.371719891417,1.98627264902562,2.64836353203416,3.7518483370484,166.405508596147,2.42766657103132,1.32418176601708,150.073933481936,26.7043322813445,129.549116108671,329.279865816248,6.40021186908256,10.8141510891395,105.713844320364,0,55.6156341727174,0,244.752929752157,16.5522720752135,1.10348480501423,193.7719317605,0,2.20696961002847,126.680055615634,74.8162697799651,43.0359073955552,1.10348480501423,9.48996932312242,5.07603010306548,27.366423164353,8.38648451810819,0,10.3727571671338,0.882787844011388,9.71066628412527,0.662090883008541,110.569177462426,0,0,1.98627264902562,3.31045441504271,3.31045441504271,0,13.4625146211737,4.41393922005694,49.2154223036349,0,0,0,0,1.98627264902562,0,14.7866963871907,0,9.71066628412527,22.9524839442961,0,0,11.9176358941537,0.882787844011388,0,14.3453024651851,4.85533314206263,1.76557568802278,1.54487872701993,0,1.32418176601708,15.2280903091964,3.53115137604555,0.662090883008541,8.38648451810819,0.662090883008541,0.882787844011388,0,4.85533314206263,0.662090883008541,0,5.95881794707687,3.7518483370484,3.97254529805125,0.882787844011388,0,0,0,0.441393922005694,1.10348480501423,7.28299971309395,0,0,6.40021186908256,3.08975745403986,5.29672706406833,0,0,0,8.38648451810819,0,0,0,0.662090883008541,0,0,0,0,0.882787844011388,1.10348480501423,0,0,0,0,4.41393922005694,0.441393922005694,2.20696961002847,1.32418176601708,0,0,0.441393922005694,24.0559687493103,0,0,0,0,3.31045441504271,0,0,0,0,1.10348480501423,0,0,0,0,0,0,0.662090883008541
18.46,1026.394,0.496298291519163,0.141650517063027,1.46334752994506,-0.269126231838334,-0.369903698769903,-1.15920354746662,0.953063875937128,1094.75037153071,1726.07141422661,626.019199100293,1119.09065349239,649.074185644857,896.011567658754,238.502630839057,656.946620074708,89.6493553440174,46.0296421255573,463.589990761939,63.1401373659477,203.237337831867,5.54283648632365,5.06085070490421,2.57059083423706,323.09113547817,7.31011768486163,4.33787203277503,156.645378961321,20.4040647467566,132.867413744628,342.852552516367,24.9829296702414,10.6840181547978,109.250110455075,0.883640599268988,50.1265212676226,0.562316744989356,198.176487126963,38.7998554042656,1.76728119853798,35.2652930071896,0,1.20496445354862,182.351287303691,83.7048640398442,20.082740892477,3.13290757922641,8.59541310198016,5.06085070490421,11.0856729726473,7.39044864843154,0,15.2628830782825,0.080330963569908,6.66746997630236,5.46250552275374,41.2901152749327,0,0.080330963569908,34.8636381893401,4.17721010563522,4.57886492348476,0,8.59541310198016,13.5759328433145,30.5257661565651,0,0,0,0,0.321323854279632,2.0082740892477,18.8777764389284,0.160661927139816,12.5316303169056,19.4400931839177,0,0,1.84761216210788,0.321323854279632,0.80330963569908,6.74780093987227,2.9722456520866,1.84761216210788,3.13290757922641,0,1.44595734425834,16.3071856046913,6.58713901273246,1.28529541711853,11.4069968269269,0.080330963569908,0,0,1.12463348997871,1.92794312567779,0.40165481784954,10.7643491183677,0.080330963569908,3.85588625135559,0,0.080330963569908,0,0.240992890709724,0.562316744989356,0.722978672129172,2.16893601638752,0,0.80330963569908,0.160661927139816,4.57886492348476,0.160661927139816,0,0.321323854279632,0,9.72004659195887,0,0.080330963569908,0,0.080330963569908,0,1.28529541711853,0,0,0,0,0,0,0,8.51508213841025,2.32959794352733,0.240992890709724,0.080330963569908,0.481985781419448,0,0.321323854279632,1.28529541711853,0,0.883640599268988,0,0,0.883640599268988,0.722978672129172,0,0,0,0,0,0,0.40165481784954,0,2.73125276137687,0,0,1.36562638068844
7.894,1423.473,0.47411917714311,0.089785303872355,1.91492135869734,1.17741975036118,-1.39256176745972,0.388724143123969,0.734494899405392,1018.66251944012,1332.97270493836,491.468884531296,980.796537967408,886.582369779341,1088.42157459373,640.002704712962,797.890323889377,71.4495007550657,19.6091689769423,178.849144634526,72.3510717425113,242.635291996304,1.35235648116844,7.09987152613429,2.02853472175265,275.317240291207,12.0585119570852,9.69188811504046,93.1999008271914,38.9929452070232,104.582234543692,205.558185137602,49.9244934298014,3.26819482949039,37.7532850992855,94.6649536817905,162.170081366782,0,112.696373430703,20.9615254581108,1.01426736087633,226.632406969144,12.7346901976694,0,62.5464872540402,130.277007685893,27.6106114905222,7.5506570198571,7.88874614014921,3.38089120292109,15.6647959068677,18.0314197489125,0,6.98717515270358,0.112696373430703,11.8331192102238,7.4379606464264,106.385376518584,0.338089120292109,0,23.1027565532941,1.12696373430703,3.7189803232132,0.563481867153515,8.33953163387202,17.467937881759,59.1655960511191,0,0,0,0,3.6062839497825,2.59201658890617,15.6647959068677,0.676178240584218,7.88874614014921,13.2981720648229,0,0,12.0585119570852,2.36662384204476,0.450785493722812,8.67762075416413,2.25392746861406,1.80314197489125,7.4379606464264,0,0.788874614014921,23.4408456735862,7.77604976671851,0.563481867153515,16.4536705208826,1.80314197489125,0,0,0,1.35235648116844,0,20.2853472175265,0.338089120292109,4.84594405752023,0,0,0,0,0,0.112696373430703,0,0,0,0,1.01426736087633,2.02853472175265,0,0,0.338089120292109,12.2839047039466,0,0,0,0.112696373430703,0,1.23966010773773,0,0,1.80314197489125,0,0,0,0,0,1.23966010773773,0.112696373430703,1.35235648116844,0.112696373430703,0,0,0,0,0,0,0,0.676178240584218,0.225392746861406,0,0,0,1.01426736087633,0,0,0,0,1.01426736087633,0,0,0.338089120292109
15.126,214.938,0.290354007413321,0.117441096860096,0.526000010584023,1.25388984784848,1.10350883491679,-1.43462163154009,0.281890824505193,687.617705832459,1358.55892120358,364.582584568496,1134.86392846361,898.517805028824,933.883465834759,99.7714170704007,1067.87044092066,93.4458517229977,51.1795741744419,231.026898029011,84.6763179459164,207.737316522664,0,2.87525697609224,7.47566813783982,188.041806236432,11.0697393579551,23.0020558087379,234.189680702713,23.4333443551517,583.677166146724,259.491942092325,13.0824192412197,5.89427680098909,77.4881755056858,0.431288546413836,35.5094236547391,0.431288546413836,227.86411535531,11.9323164507828,0.862577092827671,34.2155580154976,0,2.87525697609224,148.650785663969,197.673917106341,35.3656608059345,4.74417401055219,8.76953377708133,8.91329662588594,139.162437642864,20.1267988326457,0.287525697609224,17.2515418565534,0.862577092827671,12.6511306948059,3.01901982489685,60.0928708003278,0.143762848804612,0,16.9640161589442,3.5940712201153,4.02535976652913,0,15.9576762173119,29.1838583073362,65.4120962060984,0,0,0,0,3.16278267370146,1.72515418565534,26.5961270288532,20.8456130766687,10.6384508115413,15.9576762173119,0,0.575051395218448,4.31288546413836,1.00633994163228,1.43762848804612,2.4439684296784,5.46298825457525,4.16912261533375,3.45030837131069,0,5.75051395218448,21.4206644718872,6.0380396497937,0.287525697609224,29.4713840049454,3.01901982489685,0,0,1.29386563924151,0,0.862577092827671,32.6341666786469,0.575051395218448,4.02535976652913,0,0,0,0.718814244023059,0,0,1.1501027904369,1.00633994163228,0.287525697609224,3.30654552250607,3.30654552250607,2.15644273206918,0,0.575051395218448,0,5.03169970816142,0,0.575051395218448,0,0.143762848804612,0,0,0,0,0.575051395218448,0,0,0,1.00633994163228,3.73783406891991,6.32556534740292,0.431288546413836,0.575051395218448,0.143762848804612,0,0,0,0,4.45664831294297,0,0,0.862577092827671,0.287525697609224,0,0,0,0,0,0,0,0,0.862577092827671,0,0,0.143762848804612
18.886,493.696,0.405797877021361,0.12389926267382,0.774452007613919,0.00035717455580681,-0.538387447651056,0.550916181299694,1.0225146370991,398.898473251529,2230.45667463114,295.630340582351,734.756138716775,461.53430796852,839.91414570931,80.0496766964997,532.944559186814,60.3409873243429,26.7282225731989,230.564667449615,83.9644163663116,121.086947717977,0.404973069290892,8.77441650130266,0.67495511548482,398.223518136044,10.7992818477571,4.85967683149071,135.665978212449,13.2291202635025,2309.83139621215,183.992764481162,5.93960501626642,4.04973069290892,59.3960501626642,0,66.8205564329972,0.944937161678748,138.905762766776,23.6234290419687,0.269982046193928,14.5790304944721,0,1.21491920787268,148.760107452854,63.4457808555731,15.5239676561509,0.269982046193928,12.8241471942116,3.50976660052106,8.23445240891481,4.58969478529678,0,6.7495511548482,0.404973069290892,13.0941292404055,20.9236085800294,42.9271453448346,0.944937161678748,0,7.69448831652695,4.58969478529678,1.75488330026053,0,5.66962297007249,19.7086893721568,25.3783123422292,0,0,0,0,0.134991023096964,0.269982046193928,8.90940752439963,0,11.8792100325328,16.8738778871205,0,0,2.02486534645446,3.50976660052106,0,0.944937161678748,1.61989227716357,1.61989227716357,1.4849012540666,0,2.69982046193928,18.763752210478,4.58969478529678,1.07992818477571,6.61456013175124,0.809946138581784,0,0,0.539964092387856,0.404973069290892,0,3.77974864671499,0.134991023096964,0.944937161678748,0,0,0,0,0,0.404973069290892,4.31971273910285,0,0,0,3.77974864671499,0,0,0,0,6.61456013175124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21491920787268,0,0,0.269982046193928,0,0.269982046193928,0,0,0,0,0,0.404973069290892,0,0,0,0,0,0,0,0,1.07992818477571,1.21491920787268,0,0,0
