"ADH_10_actual","p__Ascomycota","p__Basidiomycota","p__Mortierellomycota","k__Fungi_unclassified","p__Rozellomycota","p__Chytridiomycota","p__Mucoromycota","p__Glomeromycota","p__Monoblepharomycota","p__unclassified_Fungi","p__Zoopagomycota","p__Kickxellomycota","p__Olpidiomycota","p__Aphelidiomycota","p__Blastocladiomycota","p__Basidiobolomycota"
3976.49,8538.07250555372,906.555749870019,82.3998361456413,99.5730333538151,125.726709835988,6.77474752249059,217.737234327488,1.10286587575428,0.157552267964897,20.4817948354367,0.157552267964897,0.157552267964897,0,0.945313607789384,0,0
0,2434.75428033639,4522.85862522473,282.218656113129,1398.78618226571,328.430603651106,473.099337588533,17.4953848381375,178.814898828413,0,360.646243318573,0,2.53381435586819,0,0.361973479409742,0,0
1445.393,5401.44570304927,867.975738776414,466.945467637854,1999.88921815714,636.995596421747,302.43443099676,68.9616971778325,42.3740548924031,0,192.760406569363,0.27695460713989,13.5707757498546,1.66172764283934,3.87736449995846,0,0.830863821419669
2999.732,8039.5550507509,816.521535327312,341.824868840932,402.040853119873,166.58553734653,68.8697784268123,102.042655993654,1.80287378080661,0,54.6270755584401,0,4.68747183009718,0,1.44229902464528,0,0
4527.275,9623.73727045929,105.435360516952,40.8163265306123,125.884421905035,38.28064291849,40.4073453028506,10.1427344484888,0.408981227761646,0,13.3327880250297,0.0817962455523292,0.899758701075621,0,0.572573718866304,0,0
0,5847.6575923027,1577.25936390363,307.662937650338,1193.99793822305,487.190256194876,291.932343171318,183.574510327975,18.6323546256348,0,85.3728379977855,0.458172654728724,4.42900232904433,0,1.83269061891489,0,0
1532.17172,4994.95870942961,2341.55943921644,588.390628000768,1365.22949875168,281.832149030152,168.523141924333,161.561359708085,12.4831956980987,0,79.2202803917803,0,5.76147493758402,0,0.480122911465335,0,0
3552.96112,4897.59659501357,2848.16181495148,1699.56461469377,302.03635369687,64.2339756730901,58.5720142915715,104.648665534274,2.14764052402429,1.17144028583143,19.3287647162186,0.390480095277143,2.14764052402429,0,0,0,0
4474.30808,6306.44325037707,3239.41836349925,353.153280542986,53.3795248868778,10.0160256410256,8.60199849170437,21.7995852187029,0.117835595776772,0,4.83125942684766,0.117835595776772,1.17835595776772,0,0.235671191553544,0.707013574660634,0
0,3685.85381474662,893.042990953487,203.746697622288,3340.60523576975,587.022656312545,204.547274037307,57.2412136738452,279.801457049075,0,731.326555119686,0,8.60619646145225,1.00072051877352,5.8041790088864,1.40100872628292,0
1329.627,2920.79678849337,305.359487072164,3475.58075379083,2171.19156789254,479.062422708853,127.090428264302,35.3874545765872,69.6333783603813,1.52204105705751,399.155267213333,0,3.80510264264379,5.70765396396568,4.37586803904035,1.33178592492532,0
2854.888,6049.72722930337,279.558538854112,2097.19184453327,991.024964175277,140.533474118209,174.472685220102,67.6270206400684,26.8999673177967,0.754204691153179,164.416622671393,0,1.50840938230636,0.754204691153179,3.01681876461272,2.01121250974181,0.502803127435453
4326.392,4840.2106270943,463.571086644328,3312.58975586405,993.968405935854,105.696505505026,50.7419818094782,176.543800861656,5.55289612254667,4.59550023934897,37.7213977979895,0,3.25514600287219,3.06366682623265,1.53183341311632,0.957395883197702,0
0,8672.8352951391,358.582538481575,197.83436488347,666.063034121777,26.295225928085,8.18624958138497,17.9849422621336,4.96136338265755,0,44.4042022747851,0,2.2326135221959,0,0,0.620170422832194,0
1600.15,8045.93874833555,1073.90146471372,140.035508211274,574.345317354638,37.5055481580115,21.5268530847759,59.254327563249,7.76742121615624,0.443852640923214,35.0643586329339,0,2.88504216600089,0,0.443852640923214,0.887705281846427,0
3024.861,7982.01314424075,803.874092009685,960.567277758561,103.885622045428,11.760636457973,1.03770321687997,122.79488066413,0.57650178715554,4.84261501210654,7.72512394788424,0.115300357431108,0.461201429724432,0,0.115300357431108,0.230600714862216,0
3985.61,8899.43074003795,682.509562964971,158.730158730159,66.5642601126472,17.770549079847,1.8071744826963,165.055269419596,0.903587241348152,0.301195747116051,6.92750218366917,0,0,0,0,0,0
0,5784.64448998896,1432.12990698408,526.09175469021,1102.47516947817,111.619107677755,174.20778811288,448.368279993694,79.9306321929686,12.9276367649377,285.353933469967,1.89184928267381,29.9542803090021,1.57654106889484,2.68011981712124,0.945924641336907,5.20258552735299
1087.43,8289.33985951753,741.545625019865,728.752820773607,130.669357658202,6.23748530019388,16.1697867336236,70.2015065314814,3.49617010456727,0,11.2036360169087,0.119187617201157,1.94673108095223,0,0.317833645869752,0,0
1533.552,8629.41112860009,823.891285280017,368.149759092602,48.0613262522979,2.88367957513788,3.36429283766086,118.471169211914,0.720919893784469,0,3.96505941581458,0,1.0813798406767,0,0,0,0
510.076,6191.00204174048,2358.48831758995,539.750383322873,515.757946501633,43.7742804255083,62.9205627894783,164.928141857269,37.180332557419,0.31778062014888,72.7717620140936,2.30390949607938,9.13619282928031,0,1.11223217052108,0,0
0,5850.52583184874,1118.61387276593,296.822021722889,1505.08591460261,234.612953278547,444.945692776277,387.621401068904,24.9985633009597,0,97.6955347393828,14.6543302109074,18.6770875237055,2.15504856042756,1.14935923222803,2.01137865639906,0
1500.02566,6718.86495007882,904.436603858569,1443.73545529615,387.808723068839,240.222205540125,14.5634712108701,238.420538998574,1.20111102770062,0.300277756925156,48.7951355003378,0.750694392312889,0.300277756925156,0,0.600555513850312,0,0
2988.04838,6613.13322163203,2264.26865352394,672.8815372001,236.533456917757,21.5678585433674,15.3292217746248,153.113970981427,4.27792235570924,0.891233824106093,14.9727282449824,0,2.31720794267584,0,0.712987059284874,0,0
4447.32241,7376.60393498717,1402.15996578272,229.255774165954,550.898203592814,38.9221556886228,14.9700598802395,354.041916167665,2.3524379811805,0.106928999144568,18.7125748502994,0.855431993156544,10.5859709153122,0,0.53464499572284,0,0
0,5108.30165325789,1400.84873132349,547.254884625586,1709.3979312174,240.915922553267,224.560162673504,34.9217575811157,286.446821678013,7.95685615772257,438.069136239059,0.442047564317921,0.884095128635841,0,0,0,0
1477.748,6094.86086989117,3212.79972011545,339.73485937051,207.039596166581,50.229280421826,21.8659802831332,45.8560843651994,11.6202066647508,0.624742293803806,11.6202066647508,2.62391763397599,0.749690752564567,0,0.249896917521522,0.124948458760761,0
2554.434,8484.62664714495,430.035557414767,494.248065258314,408.282786028028,76.9713449069232,35.1390922401171,28.6550930767622,12.1313532733738,2.50993516000837,24.2627065467475,1.46412884333821,1.46412884333821,0,0.209161263334031,0,0
4536.413,8129.53299133204,1509.37555280382,278.170882717141,61.2506633645852,5.52803820980011,5.74915973819211,3.98018751105608,0.442243056784008,0.663364585176013,3.98018751105608,0,1.32672917035202,0,0,0,0
