"ADH_10_actual","Otu00002","Otu00006","Otu00007","Otu00016","Otu00024","Otu00025","Otu00027","Otu00057","Otu00059","Otu00089","Otu00168","Otu00220","Otu00222","Otu00274","Otu00313","Otu00345","Otu00394","Otu00947","Otu01125","Otu01278","Otu01505","Otu01732","Otu01783","Otu01994","Otu02148","Otu02192","Otu02338","Otu02469","Otu03223","Otu03433","Otu03474","Otu03694","Otu03930","Otu05485","Otu06070"
0,2982.34015044664,735.925011753644,1858.10413728256,1004.49576868829,18.6589092618712,1171.10366713681,527.444757874941,211.124823695346,25.2703338034791,34.0855665256229,0,806.006111894687,115.185707569347,143.100611189469,153.82581100141,0,96.2329572167372,14.3982134461683,19.6873530794546,5.58298072402445,13.8105312646921,32.9102021626704,11.459802538787,0.146920545369064,2.79149036201222,0.440761636107193,1.32228490832158,5.14221908791725,2.35072872590503,0.293841090738129,0,2.35072872590503,1.32228490832158,0,2.79149036201222
1543.201,2885.72121380075,925.592351392545,1379.90162117223,2372.35000692809,179.437439379243,311.244284328668,579.01482610503,258.93723153665,74.8233337952058,47.4573922682555,0,739.226825550783,93.5291672440072,67.3756408479978,31.8691977275876,0,20.0914507413052,3.11763890813357,3.81044755438548,1.90522377719274,6.5816821393931,3.98364971594845,10.9117361784675,0.173202161562976,0.346404323125953,0,0.866010807814881,0.346404323125953,0.346404323125953,0.346404323125953,0,0.519606484688929,0.173202161562976,0,0
2970.8,2987.29329852045,1000.17406440383,1457.26718885988,1932.46301131419,260.748476936466,344.821583986075,590.426457789382,233.072236727589,63.881636205396,40.0348128807659,1.21845082680592,776.675369886858,97.6501305483029,84.769364664926,64.5778938207137,0,22.6283724978242,3.1331592689295,4.35161009573542,2.95909486510009,6.96257615317668,5.22193211488251,16.5361183637946,0.174064403829417,0.522193211488251,0,0.348128807658834,0.174064403829417,0.522193211488251,0,0,0.348128807658834,0.522193211488251,0,0.348128807658834
3542.968,3228.61877656892,812.978840934745,1349.28068784975,1992.6988015467,306.218027235392,378.749669764873,542.546292960588,238.729975742729,67.4880514926628,25.2179551840911,0.240171001753248,749.813867473641,98.2299397170786,75.8940365540265,64.1256574681173,0,33.3837692437015,1.92136801402599,4.08290702980522,2.16153901577924,5.76410404207796,6.72478804909095,11.5282080841559,0,0.480342003506497,0,1.44102601051949,0,0.240171001753248,0.240171001753248,0,0.720513005259745,0.240171001753248,0,0.240171001753248
0,2670.54728756601,498.919827172348,1311.68987037926,2774.24387902064,812.530004800768,458.233317330773,497.11953912626,58.8094095055209,30.9649543927028,50.528084493519,0,478.636581853097,63.0100816130581,175.588094095055,19.5631301008161,0,10.0816130580893,5.7609217474796,7.081132981277,4.20067210753721,16.6826692270763,20.2832453192511,16.5626500240038,5.16082573211714,1.56024963994239,2.04032645223236,4.20067210753721,0.480076812289966,0,4.3206913106097,0,0,0.600096015362458,0,0.600096015362458
1445.51502,3481.93192143706,435.171594324457,1398.89564548822,1799.53868735584,379.254910183826,1128.39868595792,503.389948976026,39.7008457398476,16.0760466904313,45.5720975746138,0,345.425316278745,58.9921017683651,222.268819459006,39.1416788984413,30.8939679876983,8.10791920039142,5.59166841406305,6.29062696582093,4.05395960019571,16.2158384007828,17.8933389250017,8.52729433144615,1.81729223457049,2.37645907597679,0.279583420703152,0.419375131054729,1.25812539316418,0,0.978541972461033,0,0.559166841406305,0.419375131054729,0,0.559166841406305
2962.59226,3181.09802300751,240.752221533375,981.263346421437,1393.07937820027,2243.92092030034,609.170857155978,677.366765401483,6.88847558035407,3.6738536428555,29.2760212165048,0,314.114486464146,47.5304815044431,110.215609285665,10.4475212968703,64.4072466763105,2.87019815848086,17.4508048035636,2.29615852678469,2.64058230580239,29.2760212165048,11.0215609285665,7.347707285711,3.78866156919474,0.114807926339235,0.459231705356938,0.114807926339235,0,0,6.88847558035407,0.344423779017703,0.229615852678469,0,1.95173474776699,0
3504.55394,3384.37808097192,223.738192920523,658.652164233693,2282.383996438,2246.12791400312,225.646407785517,393.251280094139,31.4855452723977,11.4492891899628,13.6755398657889,0,368.285468943803,36.7331361511306,76.0105587889196,5.24759087873295,5.72464459498139,2.70330439207455,1.43116114874535,1.9082148649938,3.180358108323,6.83776993289444,3.4983939191553,10.654199662882,0.15901790541615,0,0.47705371624845,3.4983939191553,0,0,1.9082148649938,0.15901790541615,0,0,0.3180358108323,0
4583.2796,2597.54256287206,272.585392635822,906.262550264604,1776.27866543981,2869.2637347554,335.724344081867,455.90186519173,17.5894341387532,4.82946891092934,22.9781047130533,0,398.5582764388,47.9388335053302,168.777229308268,18.6570009506428,61.3596734262286,6.76125647530108,2.4909892277425,1.32174938614908,2.44015271289061,11.4382158416748,4.77863239607745,10.1164664555257,0.711711207926429,0.305019089111327,0.0508365148518878,1.01673029703776,0.305019089111327,0,2.94851786140949,0,0.152509544555664,0,0.305019089111327,0
0,2178.55680521313,1143.94487180604,2506.99120980599,987.045571362611,21.5181161629801,728.741059527647,458.327162483556,113.688832359065,34.6729159225348,60.8953975624417,0,890.170489689599,124.839920896966,191.833570003572,207.079198863983,0,107.677698694103,27.8777213447516,62.1150478712746,6.18536942336676,23.5218273846342,83.6331640342547,11.238206417103,1.30676818803523,2.09082910085637,0.0871178792023487,2.70065425527281,1.30676818803523,1.04541455042818,0,0,13.1547997595547,6.70807669858085,0,1.04541455042818
2639.949,3907.15350467672,637.541566334136,1158.28787655413,1687.87983029469,792.176519730699,697.167755991286,338.59157698167,102.052516913198,36.3654233623274,31.4511769620129,0.327616426687634,410.503382639605,49.3062722164889,69.1270660310908,28.5026291218242,6.22471210706505,4.75043818697069,4.58662997362688,9.00945173390994,2.62093141350107,11.1389585073796,6.22471210706505,6.22471210706505,0.655232853375268,0.491424640031451,0,0.819041066719085,0.163808213343817,0,0.163808213343817,0,0.163808213343817,0,0,0.327616426687634
3573.444,3639.03245086664,744.647189115072,1254.96607249587,1863.90324508667,462.855535632669,766.269380866997,361.776183946841,106.52884716802,57.6591780051331,43.2443835038498,0.175790176844918,435.608058221707,70.3160707379672,90.3561508982878,40.0801603206413,1.58211159160426,6.32844636641704,3.69159371374328,9.31687937278065,1.23053123791443,11.2505713180747,15.2937453855079,5.97686601272721,0.703160707379672,0.351580353689836,0,0.703160707379672,1.05474106106951,0.175790176844918,0.175790176844918,0,3.16422318320852,0.87895088422459,0,0.703160707379672
0,3784.59571748162,598.657718120805,706.551613934164,1971.36465324385,554.809843400447,839.373601789709,548.418024928092,18.9197826781719,6.39181847235538,21.8600191754554,0.127836369447108,557.622243528284,70.054330457015,179.737935442633,12.9114733141579,0.127836369447108,6.77532758069671,6.90316395014382,3.83509108341323,7.92585490572068,11.888782358581,30.2972195589645,20.198146372643,1.91754554170661,0.383509108341323,24.2889101949505,4.60210930009588,1.27836369447108,2.68456375838926,1.27836369447108,1.27836369447108,0.511345477788431,1.78970917225951,0,0.255672738894215
1507.78,3973.29592869445,565.59720175423,818.611175227713,1729.37270289945,494.664512348857,730.367003426786,590.010830773601,65.5173026047123,16.8675982315655,16.7788213987678,0.177553665595426,617.709202606488,71.0214662381705,170.629072637205,16.8675982315655,0.355107331190853,6.83581612542391,9.4991211093553,5.68171729905364,7.81236128619875,25.4789510129437,22.282985032226,31.249445144795,0.621437829583992,2.66330498393139,0.798991495179418,1.77553665595426,0.798991495179418,1.68675982315655,0.976545160774844,0.887768327977131,0.798991495179418,0.177553665595426,0.532660996786279,0.710214662381705
3103.803,5399.49206176746,431.068435849031,753.079545300213,670.641441784031,381.768548573291,921.351061373606,402.140402819465,32.1875297089541,2.85205959446429,21.8657902242262,23.3597262022789,370.224497833793,77.9562955820239,247.585935271828,45.9045782347109,81.6232293463351,8.28455406011055,23.4955385639201,5.16086974236395,4.0743708492347,22.0016025858674,35.4470263883419,10.4575518463691,2.03718542461735,1.49393597805272,13.3096114408334,1.35812361641157,2.30881014789966,2.17299778625851,0.814874169846939,0.135812361641157,1.08649889312925,1.62974833969388,0,1.08649889312925
4567.716,3552.46750302298,406.684552599758,397.237756952842,1807.17200725514,1997.43047158404,665.621221281741,427.373035066506,29.4740024183797,5.29020556227328,14.3591293833132,7.36850060459492,404.039449818622,61.2152357920193,103.914752116082,9.44679564691657,32.8748488512696,5.66807738814994,3.49531438935913,1.70042321644498,5.95148125755744,8.50211608222491,11.6195586457074,15.4927448609432,2.36169891172914,0,4.43999395405079,1.51148730350665,0.377871825876663,1.22808343409915,1.03914752116082,12.7531741233374,0.566807738814994,0.566807738814994,0,0.377871825876663
0,3105.63140208763,907.777471144949,1754.51697212708,1319.29676466291,25.32426421649,1084.72265060632,441.875943572345,25.32426421649,3.24670054057564,35.3890358922745,0,723.364880440253,84.7388841090242,262.008733624454,26.2982743786627,0,15.0971575136767,27.5969545948929,14.6101524325904,8.76609145955423,39.7720816220516,53.4082238924693,12.4997970812162,8.1167513514391,4.22071070274833,1.62335027028782,3.5713705946332,2.92203048651808,3.24670054057564,0,0,2.11035535137417,1.7856852973166,0,1.13634518920147
1510.142,3437.25259698198,940.431350910443,1667.46635318955,1184.89552095579,59.0168653887676,1015.88177434446,394.045534150613,47.8612383945493,5.39788402946045,23.0309718590313,0,655.303121176499,75.9302353477437,280.450063575079,28.7887148237891,0,7.43708466281218,20.1521003766523,17.7530408080033,6.11760190005518,32.0274452414654,72.0917400379051,9.35633231773145,2.75891850394645,4.43826020200082,1.55938871962191,1.07957680589209,1.91924765491927,1.91924765491927,0.239905956864909,0,2.39905956864909,1.19952978432454,0,1.79929467648682
2847.791,4010.46698872786,750.201288244766,1252.01288244767,1033.81642512077,194.243156199678,1197.46376811594,450.281803542673,26.5700483091787,4.62962962962963,31.1996779388084,0,540.257648953301,69.645732689211,246.779388083736,14.4927536231884,0,5.03220611916264,19.9275362318841,11.8760064412238,12.0772946859903,31.1996779388084,55.7568438003221,7.2463768115942,9.05797101449275,4.42834138486312,0.402576489533011,3.4219001610306,6.44122383252818,3.22061191626409,0,0.201288244766506,3.22061191626409,2.21417069243156,0.201288244766506,1.81159420289855
4578.995,3469.61820567859,860.639477512487,1073.45954689264,1981.40367653791,414.754982248039,595.733425568927,552.294529954527,39.2679477919409,15.0561043347338,36.5212260551989,0,617.808929897558,66.7351651593607,147.305669437125,17.3959043326992,0.81384347755318,4.0692173877659,14.6491825959572,10.0713130347206,7.01939999389617,20.8547391123002,29.2983651919145,12.0041912939094,0.508652173470737,2.23806956327124,0.203460869388295,1.42422608571806,2.33979999796539,0.508652173470737,0.508652173470737,0,4.17094782246004,0.508652173470737,0.40692173877659,0.40692173877659
0,3427.09147543661,640.013066252902,1603.88254371945,800.774642136332,41.4153551804193,936.453678966833,653.779296988929,0.699977834035255,0.116662972339209,8.51639698076228,0.116662972339209,975.069122811111,159.711609132378,390.820957336351,2.33325944678419,0,28.8157541677847,57.2815194185518,32.4323063103002,4.89984483824679,31.3823395592473,89.3638368118343,7.69975617438781,100.33015621172,0.349988917017628,2.5665853914626,0.933303778713674,0.233325944678418,0.116662972339209,0.816640806374465,0.233325944678418,0.699977834035255,1.04996675105288,0,0
1589.377,2755.48483635061,1134.27047988367,1468.313346962,2394.57101308774,105.903180256697,383.675103795654,609.918017239562,31.7182659276276,20.1268730637105,50.5806234061835,0,666.610465973993,77.9784610845329,172.501001074838,18.0193470884529,0.105376298762882,6.21720162701005,13.2774136441232,11.6967691626799,4.84730974309258,20.3376256612363,28.662353263504,18.756981179793,0.737634091340176,1.89677337773188,0.526881493814411,0.843010390103058,0.210752597525765,0,0,0.105376298762882,1.89677337773188,0,0,0.210752597525765
3031.373,2933.05850019631,330.781311346682,800.844130349431,1986.3564978406,1588.04475853946,256.085590891245,985.96387907342,0.490773458971339,0,7.55791126815862,9.61915979583824,622.987828818218,136.336866902238,166.764821358461,0.294464075382803,0,18.3549273655281,10.8951707891637,13.545347467609,2.45386729485669,22.9681978798587,52.2182960345505,21.0051040439733,28.7593246957205,0.687082842559874,0.981546917942678,0,0,0.196309383588536,0.88339222614841,0.0981546917942678,0.687082842559874,0.981546917942678,0,0.0981546917942678
4512.836,2632.88140055285,232.328550743715,535.211267605634,2134.13189416875,2152.69185204686,228.774516256417,1112.28116361722,0.394892720810846,0,4.60708174279321,7.37133078846913,515.598262472028,99.7762274582072,179.544557061998,0.131630906936949,0,32.1179412926155,11.3202579965776,14.7426615769383,0.789785441621693,26.0629195735159,35.6719757799131,15.7957088324338,23.2986705278399,0,1.18467816243254,0,0,0,1.44793997630644,0.263261813873898,0,1.57957088324339,0,0
0,3464.25005759926,861.070578296598,1671.60740342524,899.77728285078,62.0536057138469,1168.88103832271,566.008755087935,18.585362107365,3.37915674679364,24.2684893633362,0.153598033945165,628.062360801782,92.4660164349896,335.458106136241,26.4188618385685,0,13.2094309192842,17.9709699715844,19.6605483449812,10.7518623761616,46.0794101835496,29.7980185853621,20.2749404807618,5.37593118808079,3.53275478073881,2.76476461101298,0.767990169725828,0.307196067890331,0.460794101835497,1.38238230550649,0.153598033945165,0.921588203670993,3.37915674679364,0,0.153598033945165
1502.226,4617.95587714814,824.452396869716,474.85154744583,1096.97589366471,33.6230288253569,1489.83444099257,234.378072279681,2.94938849345236,0.393251799126981,1.57300719650792,0.19662589956349,457.351842384679,92.610798694404,358.25238900468,0.983129497817453,0,35.7859137205553,35.3926619214283,7.27515828384915,17.8929568602776,66.2629281528963,109.127374257737,16.1233237642062,4.52239568996028,0.19662589956349,8.06166188210311,9.24141727948405,1.96625899563491,1.17975539738094,0,0.393251799126981,0,0.19662589956349,0,0
3019.923,5574.11454790198,295.560798390482,648.583710865695,581.279219557382,405.563837948154,1528.02906396098,218.703411541635,1.73689009827903,0.868445049139516,2.89481683046505,252.138545933506,225.795712776274,31.2640217690226,147.490917512194,5.5001519778836,11.0003039557672,3.0395576719883,7.81600544225564,4.48696608722083,4.19748440417433,18.8163093980228,20.4084586547786,3.76326187960457,3.18429851351156,0.723704207616263,1.30266757370927,0.57896336609301,0.289481683046505,0.144740841523253,0.57896336609301,0,0,0.144740841523253,0,0
4574.528,5896.11674499134,243.87830818699,643.581498886965,498.392282958199,318.327974276527,1623.29953005194,176.354192431363,4.45213950037101,0.247341083353945,3.46277516695523,129.606727677467,189.463269849122,42.5426663368785,139.995053178333,6.18352708384863,6.92555033391046,7.17289141726441,13.356418501113,3.21543408360129,3.95745733366312,13.356418501113,20.2819688350235,2.47341083353945,5.19416275043285,1.23670541676973,4.45213950037101,0,0.247341083353945,0.247341083353945,1.48404650012367,0,0,0,0.49468216670789,0
0,3204.52215949944,1088.62269952728,1446.44851377606,948.949775880796,32.5852494377897,1520.49199137179,609.481848639222,3.05964783453424,1.68280630899383,22.0294644086466,0,639.772362201111,68.2301467101137,235.745865650864,46.6596294766472,0,8.26104915324246,15.7571863478514,9.17894350360273,15.7571863478514,33.6561261798767,16.0631511313048,14.2273624305842,0.458947175180137,2.90666544280753,1.68280630899383,1.2238591338137,4.74245414352808,0.611929566906849,1.98877109244726,0.305964783453424,2.90666544280753,0.305964783453424,0.305964783453424,0.611929566906849
1364.604,4607.7998852958,213.526271672475,490.139850884546,2562.09467507831,828.737812679225,307.495478007676,430.140733224511,2.42643490536904,5.51462478492963,8.60281466449023,4.63228481934089,373.450390435435,35.2935986235497,86.2487316362995,2.20584991397185,0,1.10292495698593,4.19111483654652,1.76467993117748,9.48515463007897,7.4998897075043,4.19111483654652,8.82339965588741,0,0.220584991397185,0.661754974191556,1.98526492257467,0,0,1.76467993117748,0,0,0,0,0
3009.054,3557.54540004255,485.234107567641,866.613804707293,2177.65486297793,948.22751271588,568.975187111996,587.154543872203,6.7689094319918,1.74057671108361,18.7595489972344,5.22173013325082,508.248399636413,49.8965323843967,138.472547237318,13.7312162763262,0,4.83493530856557,3.86794824685246,1.16038447405574,11.0236525035295,12.3774343899279,4.06134565919508,18.952946409577,0.193397412342623,0.966987061713114,0,1.74057671108361,1.54717929874098,0.193397412342623,2.70756377279672,0,0.193397412342623,0,1.16038447405574,0.193397412342623
3407.734,3217.38869013619,433.665033220094,647.866999368668,1969.60586838229,2089.85960376394,425.998857589514,509.575203679764,6.91458978444518,1.9541231999519,16.5348886149776,4.20888073835794,475.302889095993,37.1283407990861,103.568529597451,5.56173526140156,0,1.9541231999519,6.01268676908277,1.65348886149776,12.9272765535279,7.96680996903466,4.81014941526621,13.5285452304362,0,0.150317169227069,0,0.601268676908276,0.751585846135346,0,3.30697772299552,0,0.300634338454138,0,0.450951507681207,0.300634338454138
0,3076.38167965794,835.782028047085,1940.59789206975,633.082891981771,28.328611898017,1332.50048387381,401.351327573769,15.4839617827671,1.93549522284588,112.962539369732,0.175954111167807,712.262242007284,135.836573821547,287.157109425862,57.3610402407052,0,8.79770555839037,95.1911741417838,69.3259198001161,13.1965583375856,39.0618126792533,137.068252599722,19.8828145619622,3.69503633452396,5.27862333503422,0.879770555839037,1.93549522284588,0.70381644467123,13.0206042264178,0.175954111167807,0,14.7801453380958,4.04694455685957,0,1.75954111167807
1530.639,5335.31185678043,183.571873055383,273.56277822986,689.292039634292,1242.87970896558,1809.87027906754,126.130869752525,12.2062132018573,0.957350055047628,5.50476281652386,13.4029007706668,127.806232348858,19.3863386147145,94.0596429084295,3.11138767890479,1.43602508257144,3.3507251926667,2.15403762385716,0.718012541285721,9.57350055047628,19.6256761284764,12.4455507156192,5.26542530276196,0.957350055047628,0.957350055047628,3.82940022019051,0,0.957350055047628,0.239337513761907,0.239337513761907,0.239337513761907,0.239337513761907,0,0.239337513761907,0.478675027523814
2949.689,4892.19777440566,172.135811836115,212.759231158321,822.90085988872,1950.24026302479,1404.2741527567,202.168689934244,10.7486090035407,0.316135558927668,1.26454223571067,6.63884673748103,135.62215477997,20.2326757713708,121.870257966616,1.58067779463834,0.790338897319171,6.0065756196257,1.58067779463834,1.10647445624684,0.948406676783005,14.2261001517451,9.48406676783005,3.47749114820435,0.790338897319171,0.316135558927668,3.16135558927668,0.158067779463834,0.158067779463834,0,1.26454223571067,0.158067779463834,0,0.158067779463834,1.26454223571067,0
4391.578,5707.29970001233,100.543813267948,83.9691519526595,831.19871786091,777.365313754229,2195.80017259565,104.105310740655,4.65734284892402,0.410942016081531,0.821884032163062,1.50678739229895,62.8741284604742,16.4376806432612,64.6548771968275,1.09584537621742,6.16413024122296,0.684903360135885,1.09584537621742,0.136980672027177,2.87659411257072,14.1090092187992,5.61620755311426,1.23282604824459,0,0,11.3693957782557,0,0.136980672027177,0,0.821884032163062,2.87659411257072,0,0.136980672027177,0,0
0,2129.40678638491,1740.49879664648,2331.72886197138,969.955832958663,22.612467271429,513.871624659491,598.635317764672,84.1025098516305,12.1657718653302,26.0506201898918,0,1092.27473486552,92.3011821956573,154.187934727989,60.0354394223903,0,15.0749781809526,10.0499854539684,28.1664066012536,5.95064928195499,65.589378752215,17.9841844965751,12.8269551188808,1.85131310994155,1.58683980852133,1.05789320568089,1.190129856391,0.793419904260665,0.132236650710111,0,0,8.99209224828754,0.396709952130332,0,0.396709952130332
1588.226,2555.916733042,1112.09179170344,1726.47622327944,1627.12849546854,758.18569306611,316.125976793749,594.687103093449,95.365207844488,43.054269907218,38.7488429164962,0,803.715583492993,67.5952037543323,132.284244289927,43.054269907218,0,9.36430370481992,8.07267560760338,8.71848965621165,4.09015564118572,26.5860116677071,5.38178373840226,17.3293436376553,1.39926377198459,0.322907024304135,0.21527134953609,0.430542699072181,0.968721072912406,0,0.322907024304135,0.107635674768045,1.82980647105677,0.21527134953609,0,0
3011.635,2093.47504574737,576.918256335698,997.292758127992,2099.36580352443,2699.59642042464,205.299175293911,539.819015867445,27.8244303511894,12.0321860978116,17.4216027874565,0.376005815556614,491.690271476199,48.6300854786554,124.081919133683,20.6803198556138,0,4.38673451482716,4.13606397112275,3.63472288371393,2.25603489333968,9.52548066076755,4.63740505853157,13.7868799037425,0.250670543704409,0.250670543704409,0,1.37868799037425,0.125335271852205,0,0.250670543704409,0,0.752011631113228,0,0.125335271852205,0
3976.49,2016.34074094872,723.681439782123,1259.80935802227,2945.54490194152,1059.34047421841,198.643886962503,839.498547021746,50.1172209509637,33.6922493787991,23.5845745651594,0.140384372411663,578.664383080875,55.3114427301953,131.540156949728,31.3057150478009,0,5.05383740681987,4.07114679993823,8.0019092274648,0.982690606881642,13.4768997515197,4.49229991717322,13.0557466342847,0.982690606881642,0.140384372411663,0,1.82499684135162,0,0,0,0,0.701921862058316,0,0,0
0,2694.01878398418,767.08758369658,2402.22292125406,805.284680717207,56.1722015009212,729.939034437304,519.780104555191,312.916610494465,17.6755194056232,62.4634880690244,0,693.539447864707,247.007894066718,182.896688086999,210.907892568792,0,9.58672238949056,25.3149388097485,45.3871388127443,6.74066418011055,40.4439850806633,122.230710466005,15.4286313455864,2.54647313470843,6.14149403076739,1.4979253733579,0.89875522401474,1.19834029868632,3.14564328405159,0.44937761200737,0,11.9834029868632,2.09709552270106,0,2.39668059737264
1445.393,4210.65513584074,661.152810638819,1056.74308558375,1089.37749857224,321.550950477278,1360.95700416089,413.233254466835,118.707677245656,37.2236273150037,19.1727176307416,0,455.454026270703,77.9146610100351,74.6512197111854,31.818552663784,0.305947621767154,3.87533654238394,3.05947621767154,11.0141143836175,2.44758097413723,11.931957248919,22.6401240107694,10.5042016806723,0.407930162356205,1.32577302765766,0.305947621767154,1.22379048706861,0.305947621767154,0,0.203965081178102,0,1.12180794647956,0,0,0.611895243534307
2999.732,3039.4887760118,1166.63935769294,921.236718385662,2245.93201325956,691.715297646807,209.858959654142,576.765525151565,115.95810383292,40.4592949243121,20.67079242239,0.126041417209695,719.570450850149,74.6165189881395,72.4738148955747,19.9145439191318,0,9.45310629072713,6.30207086048476,4.28540818512963,4.53749101954902,9.95727195956591,13.4864316414374,29.9978572959074,0.50416566883878,0.50416566883878,0.25208283441939,2.5208283441939,0.50416566883878,0.25208283441939,0,0,1.13437275488726,0.25208283441939,0,0.25208283441939
4527.275,2832.2520096299,1114.78353123597,796.235089294215,2547.4354266128,799.907509419078,253.669019735858,638.457039485317,128.67071993036,22.9866296704343,6.93679356918431,0,660.219529114131,63.2472354837393,57.1265352756355,9.52108921260592,0,7.48085580990465,3.67242012486228,2.72031120360169,7.48085580990465,9.65710477278601,8.56898029134533,24.3467852722351,0,2.17624896288135,0,0.816093361080508,0.272031120360169,0,0.136015560180085,0,1.22414004162076,0,0,0
