"ADH_10_actual","ITS00002","ITS00003","ITS00004","ITS00007","ITS00009","ITS00010","ITS00012","ITS00017","ITS00021","ITS00027","ITS00031","ITS00041","ITS00045","ITS00050","ITS00053","ITS00054","ITS00063","ITS00064","ITS00065","ITS00072","ITS00100","ITS00117","ITS00211","ITS00224","ITS00230","ITS00236","ITS00239","ITS00245","ITS00250","ITS00298","ITS00350","ITS00377","ITS00381","ITS00418","ITS00455","ITS00462","ITS00467","ITS00481","ITS00528","ITS00550","ITS00556","ITS00564","ITS00574","ITS00692","ITS00719","ITS00755","ITS00764","ITS01048","ITS01053","ITS01100","ITS01117","ITS01185","ITS01373","ITS01462","ITS01481","ITS01531","ITS01777","ITS01816","ITS02274","ITS02400","ITS02420","ITS02444","ITS02456","ITS02656","ITS02672","ITS02742"
0,118.019453295321,4056.26362569177,428.26597350327,860.724467549891,1241.19570685896,409.399631058192,777.293308737213,28.299513667617,384.454133825256,104.813013583767,38.7808150259936,12.577561630052,115.923193023646,106.699647828274,15.5123260103974,694.28140197887,90.9776957907094,67.2899547207781,0,62.2589300687573,0,14.6738219017273,5.86952876069093,18.4470903907429,0.209626027167533,127.662250545028,18.6567164179104,0,45.4888478953547,94.5413382525574,0,7.12728492369613,0.209626027167533,0,2.5155123260104,0,0,0.838504108670133,8.17541505953379,7.96578903236626,1.67700821734026,3.56364246184806,0,11.1101794398793,0,1.8866342445078,4.61177259768573,0,0,0.838504108670133,3.7732684890156,0,0,0,0,1.46738219017273,0,0,0,3.56364246184806,0,0,0,0,0,0
1484.147,384.73359224386,4841.16118577296,682.434131485569,180.212902685033,760.246989466626,344.639713894555,587.019083009695,345.198513592803,554.608700511302,131.038529239194,30.0354837808388,10.337794417591,96.6723477969322,60.2106674862396,6.14679668072979,414.908775949261,39.6747785756196,47.3582744265318,0,47.91707412478,7.68349585091224,60.3503674108016,1.39699924562041,22.6313877790506,0.977899471934285,144.030622223464,25.1459864211673,0,19.9770892123718,36.6013802352547,0,0,65.6589645441591,0,0.698499622810204,0,0,0.558799698248163,0.977899471934285,2.79399849124081,1.25729932105837,3.91159788773714,0,12.8523930597077,0,4.61009751054735,15.0875918527004,0.977899471934285,0,1.81609901930653,4.4703975859853,0.698499622810204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989.56009,338.567807135444,4159.10985589601,467.359681508073,331.762424077445,921.448866053048,258.264287051057,665.39632849584,312.026813209248,252.309576875308,1328.07050376848,21.4369566326965,99.1884580703336,117.562992326931,34.1970498664444,9.35740170474846,265.069670109056,41.0024329244432,33.0061078312945,4.93390271704919,48.658488864692,6.29497932864896,20.4161491739966,0.510403729349916,1.1909420351498,1.70134576449972,71.9669258383381,11.5691511985981,0,61.9289858277898,74.5189444850877,0,0,10.8886128927982,0,0,0.170134576449972,0,2.55201864674958,1.87148034094969,1.36107661159977,1.1909420351498,0,0,2.55201864674958,0,4.93390271704919,0.510403729349916,3.91309525834936,0,0,3.23255695254947,0,0,0,0,0.510403729349916,1.02080745869983,0,0,0,0,0,0,0,0,4.76376814059921
2973.68,174.062569336588,2498.77967605946,1779.89793654316,245.285112047925,1584.75704459729,378.52229864655,593.854004881296,37.2753494564012,262.59152429554,1296.20590193033,66.0084313290437,71.9991124916796,102.507211005103,38.8284890170845,2.77346350122032,357.665853117373,40.7144441979143,79.6538717550477,2.10783226092745,120.257377412913,11.7594852451742,0.998446860439317,0.221877080097626,6.21255824273353,0,64.1224761482139,19.8579986687375,0,16.0860883070779,99.622808963834,0,0,4.10472598180608,0,0.332815620146439,0.776569780341691,0,1.99689372087863,1.44220102063457,11.4266696250277,0.443754160195252,0.554692700244065,0,7.32194364322166,0,1.99689372087863,0,1.10938540048813,0.665631240292878,0,6.76725094297759,0,3.32815620146439,0,0,1.66407810073219,0,0,0,0,0,0,0,0,0,0.110938540048813
4027.69203,118.642076823681,2797.77986608716,1910.01996945848,112.475038176906,535.357688241513,167.978385997886,1922.35404675203,6.75437566075414,437.272406907083,892.458592740514,16.7391048983907,61.3767179607659,66.3690825795842,10.5720662516152,6.46070715376483,157.112651239281,39.9389169505462,235.815811112416,46.9869611182897,19.0884529543052,0,1.46834253494655,3.52402208387173,6.46070715376483,0,96.3232702924938,242.86385528016,0,7.04804416774345,36.4148948666745,0,0,0,0,0,0,0,15.2707623634441,2.34934805591448,0.881005520967931,0,0,1.46834253494655,5.5797016327969,0,1.46834253494655,1.46834253494655,1.76201104193586,0,0,13.215082814519,0,0,0,0,0.293668506989311,0,0,0,0,0,0,0,0,0.587337013978621,0
0,975.921961554589,3197.45757100925,633.841672000177,553.949372117146,1301.22928207279,100.196420295292,864.911390170157,112.555450111452,621.70333914502,187.371719891417,15.890181192205,2.42766657103132,30.8975745403986,26.7043322813445,329.279865816248,490.167950387323,10.8141510891395,105.713844320364,0,55.6156341727174,0,126.680055615634,10.3727571671338,14.1246055041822,0.662090883008541,110.569177462426,0,0,5.07603010306548,49.2154223036349,0,14.7866963871907,0,0,0,16.9936659972192,1.76557568802278,1.32418176601708,13.6832115821765,0.662090883008541,0.882787844011388,0,0.662090883008541,0.882787844011388,0,1.10348480501423,7.28299971309395,0,0,1.10348480501423,0,0,0,0,1.10348480501423,0.882787844011388,0,0,3.31045441504271,0,0,0,0,0,0,0
1026.394,1094.75037153071,3038.59902799534,724.98694621842,806.522874241876,1282.72482628429,238.502630839057,656.946620074708,46.0296421255573,653.492388641202,203.237337831867,15.2628830782825,7.31011768486163,67.7993332530024,20.4040647467566,342.852552516367,276.659838534763,10.6840181547978,109.250110455075,0.883640599268988,50.1265212676226,0,182.351287303691,15.2628830782825,20.2434028196168,5.46250552275374,41.2901152749327,0,0.321323854279632,4.25754106920512,30.5257661565651,0,18.8777764389284,0.160661927139816,0,0.80330963569908,6.90846286701209,1.84761216210788,1.44595734425834,12.4512993533357,0.080330963569908,0,0.883640599268988,1.92794312567779,0,0,0.722978672129172,2.16893601638752,0.321323854279632,0,2.65092179780696,0.080330963569908,0,0,0,0,0,0,0.321323854279632,0.722978672129172,0,0,0,0,0,0.40165481784954,0
1423.473,1018.66251944012,2495.66118962292,638.312259111502,979.782270606532,1439.69617057723,640.002704712962,797.890323889377,19.6091689769423,358.937949376789,242.635291996304,9.69188811504046,12.0585119570852,52.5165100187076,38.9929452070232,205.558185137602,406.495818964546,3.26819482949039,37.7532850992855,94.6649536817905,162.170081366782,12.7346901976694,62.5464872540402,6.98717515270358,29.3010570919828,7.4379606464264,106.385376518584,0.338089120292109,0,3.04280208262898,59.1655960511191,0,15.6647959068677,0.676178240584218,0,0.450785493722812,10.9315482227782,1.80314197489125,0.788874614014921,19.1583834832195,1.80314197489125,0,0,1.35235648116844,0,0,0.112696373430703,0,0,0.338089120292109,0.338089120292109,0,0,0,0,0,0.450785493722812,0,0,0.225392746861406,0,0,0,1.01426736087633,0,0,0
214.938,687.617705832459,2698.28490921376,580.226857775414,1132.99501142915,1211.48952687647,99.7714170704007,1067.87044092066,51.1795741744419,1029.91704883624,207.737316522664,16.9640161589442,11.0697393579551,60.8116850443508,23.4333443551517,259.491942092325,291.119768829339,5.89427680098909,77.4881755056858,0.431288546413836,35.5094236547391,0,148.650785663969,17.2515418565534,41.8349890021421,3.01901982489685,60.0928708003278,0.143762848804612,0.718814244023059,5.03169970816142,65.4120962060984,0,26.5961270288532,20.8456130766687,0,1.43762848804612,3.88159691772452,4.16912261533375,5.75051395218448,32.4904038298423,3.01901982489685,0,4.45664831294297,0,0,0,0,1.1501027904369,0.575051395218448,0,0.143762848804612,0.575051395218448,0,0,0,0,0,0,0,0.287525697609224,0,0,0,0,0,0,0
493.696,398.898473251529,3101.55374667585,367.985528962324,597.200286180969,1322.50705328096,80.0496766964997,532.944559186814,26.7282225731989,2581.02836161395,121.086947717977,7.01953320104213,10.7992818477571,35.5026390745015,13.2291202635025,183.992764481162,173.463464679599,4.04973069290892,59.3960501626642,0,66.8205564329972,0,148.760107452854,6.7495511548482,32.8028186125623,20.9236085800294,42.9271453448346,0.944937161678748,0,4.99466785458767,25.3783123422292,0,8.90940752439963,0,0,0,0.944937161678748,1.61989227716357,2.69982046193928,7.01953320104213,0.809946138581784,0,0,0.404973069290892,0,0,0.404973069290892,4.31971273910285,0,0,0,0,0,0,0,0,0.539964092387856,0,0.269982046193928,0,0,0,0,0,0,0,1.07992818477571
0,6.32111251580278,995.332101526792,46.1927453077896,74.1515122046095,207.137994748614,201.303121657104,4574.54050374404,0,317.757463775163,709.180200330643,10.4541476222892,181.610424973257,376.592434114558,441.50539725761,149.761742682097,176.748030730332,126.908489740348,8.26607021297287,0.972478848585043,179.908586988233,1.45871827287756,0,117.426820966644,305.358358455704,0,270.835359330935,0.243119712146261,76.5827093260721,23.5826120781873,102.596518525722,0,42.5459496255956,0.486239424292522,0,63.9404842944666,1.45871827287756,9.96790819799669,0.972478848585043,2.43119712146261,0,0,137.605757074784,11.183506758728,0,12.8853447437518,0.729359136438782,0,0,1.70183798502383,1.94495769717009,0,0,0,0,10.9403870465817,3.16055625790139,2.43119712146261,0,0,0,0,0,0,12.155985607313,0,0
1543.201,1512.26368201841,2419.3133709271,601.78598975027,92.8988910409132,709.425295236789,583.446171777248,1513.46348319421,0,649.435236446532,93.755891880774,25.7100251958247,22.7962223402979,412.388804141028,103.69710162316,117.409115060933,341.771934936496,105.925303806798,100.954698935605,8.39860823063607,157.688154534391,0.171400167972165,13.7120134377732,2.9138028555268,24.1674236840752,0,86.8998851618875,0,3.08520302349896,36.3368356100989,165.743962429083,0,1.88540184769381,0.857000839860823,1.19980117580515,10.2840100783299,5.8276057110536,16.7972164612721,7.54160739077524,1.37120134377732,3.08520302349896,0,2.9138028555268,12.8550125979123,0,0,1.37120134377732,0,2.22820218363814,0,4.28500419930412,3.25660319147113,2.57100251958247,2.39960235161031,0,0,1.19980117580515,9.25560907049689,0,0,0,0.342800335944329,0.171400167972165,0.857000839860823,0.514200503916494,0,0.514200503916494
2970.8,4293.87019230769,1806.89102564103,456.730769230769,41.6666666666667,451.722756410256,444.711538461539,814.102564102564,2.60416666666667,542.067307692308,43.2692307692308,38.8621794871795,21.8349358974359,230.969551282051,34.2548076923077,66.7067307692308,244.791666666667,41.8669871794872,65.5048076923077,106.570512820513,50.0801282051282,0,4.20673076923077,2.60416666666667,10.8173076923077,0.200320512820513,27.8445512820513,0.200320512820513,19.2307692307692,23.036858974359,62.7003205128205,0,0.801282051282051,0.400641025641026,0.200320512820513,5.60897435897436,5.80929487179487,4.40705128205128,3.00480769230769,1.00160256410256,5.40865384615385,0.200320512820513,0.400641025641026,6.81089743589744,0.400641025641026,0.200320512820513,0.200320512820513,0,2.80448717948718,0,0.400641025641026,3.80608974358974,1.6025641025641,4.00641025641026,0,0,0,1.00160256410256,0,0,0,0.801282051282051,0,0,0,0,0.801282051282051
3542.968,6280.67135578039,1324.65015198015,1427.43865728844,17.0335237368027,135.533986285077,165.930015711957,205.870692060322,4.40522165606966,94.8591063273667,33.9202067517364,4.69890309980764,1.02788505308292,37.5912247984611,12.1877799151261,22.1729490022173,63.8757140130101,14.0967092994229,24.0818783865141,0.146840721868989,21.8792675584793,0,14.2435500212919,0.734203609344944,3.08365515924876,0.146840721868989,6.31415104036651,0,2.49629227177281,4.99258454354562,65.490961953569,0,0,0.440522165606966,0,0.587362887475955,0.146840721868989,2.34945154990382,1.17472577495191,0.146840721868989,0.440522165606966,0,0,1.76208866242786,0,0,0,0,0.146840721868989,0,0.440522165606966,0.587362887475955,0.293681443737977,0.587362887475955,0,0,0.146840721868989,1.02788505308292,0,0,0,0,0,0,0,0,0
