"","g__Neisseria","g__Blautia","g__Turicibacter","g__feature_4","g__feature_5","g__Aggregatibacter","g__Serratia","g__Sutterella","g__Fusobacterium","g__Gardnerella","g__feature_11","g__Actinobacillus","g__Salmonella","g__Thiothrix","g__Gyrocarpus","g__feature_16","g__Paludibacter","g__Cloacibacillus","g__Cytophaga","g__Parabacteroides","g__Clostridium","g__02d06","g__Methylophaga","g__5-7N15","g__Alcanivorax","g__Rhodoferax","g__Corynebacterium","g__feature_28","g__feature_29","g__Clostridium.1","g__feature_31","g__Clostridium.2","g__Bulleidia","g__Vagococcus","g__Sarcina","g__Pediococcus","g__feature_37","g__Oxalobacter","g__Clostridium.3","g__feature_40","g__cc_115","g__Methyloversatilis","g__feature_43","g__Mogibacterium","g__feature_45","g__feature_46","g__Parvimonas","g__Veillonella","g__Klebsiella","g__Bacteroides","g__Varibaculum","g__Eggerthella","g__feature_53","g__feature_54","g__Faecalibacterium","g__Leptothrix","g__Ruminococcus","g__[Prevotella]","g__Lactococcus","g__Candidatus Portiera","g__feature_61","g__Peptococcus","g__Catenibacterium","g__Succiniclasticum","g__Anaerostipes","g__Dialister","g__feature_67","g__Enterococcus","g__feature_69","g__feature_70","g__feature_71","g__Alloscardovia","g__Roseburia","g__Limnohabitans","g__feature_75","g__[Eubacterium]","g__Actinomyces","g__Finegoldia","g__Leuconostoc","g__CF231","g__feature_81","g__Allobaculum","g__feature_83","g__feature_84","g__Leptotrichia","g__Uliginosibacterium","g__feature_87","g__Coprobacillus","g__Erwinia","g__Ralstonia","g__Adlercreutzia","g__feature_92","g__Limnobacter","g__Cardiobacterium","g__Phascolarctobacterium","g__Listeria","g__Facklamia","g__feature_98","g__Lautropia","g__feature_100","g__Anaerofustis","g__Paraprevotella","g__Enterobacter","g__feature_104","g__feature_105","g__Akkermansia","g__Oscillospira","g__feature_108","g__Pseudomonas","g__feature_110","g__Morganella","g__feature_112","g__Desulfovibrio","g__feature_114","g__rc4-4","g__Coprococcus","g__Melissococcus","g__feature_118","g__feature_119","g__Methanobrevibacter","g__Lachnospira","g__feature_122","g__Selenomonas","g__Megamonas","g__feature_125","g__Alistipes","g__feature_127","g__Acidaminococcus","g__Dorea","g__Acinetobacter","g__Lachnobacterium","g__Proteus","g__Odoribacter","g__feature_134","g__Pseudoramibacter_Eubacterium","g__feature_136","g__Butyrivibrio","g__Prevotella","g__Pasteurella","g__Christensenella","g__feature_141","g__Epulopiscium","g__Burkholderia","g__WAL_1855D","g__feature_145","g__feature_146","g__Dysgonomonas","g__Methylibium","g__Moryella","g__Citrobacter","g__Anaerococcus","g__Robinsoniella","g__Gemella","g__Granulicatella","g__feature_155","g__Campylobacter","g__Butyricimonas","g__feature_158","g__feature_159","g__Comamonas","g__feature_161","g__Dehalobacterium","g__Porphyromonas","g__Zoogloea","g__Plesiomonas","g__feature_166","g__Aerococcus","g__feature_168","g__Staphylococcus","g__Alkalimonas","g__Sneathia","g__SMB53","g__Ruminococcus.1","g__Streptococcus","g__Oribacterium","g__feature_176","g__Variovorax","g__Mobiluncus","g__Ramlibacter","g__Haemophilus","g__feature_181","g__Slackia","g__feature_183","g__feature_184","g__feature_185","g__Rothia","g__[Ruminococcus]","g__feature_188","g__Anaerotruncus","g__Peptostreptococcus","g__Gallionella","g__feature_192","g__Victivallis","g__Atopobium","g__Bacillus","g__1-68","g__ph2","g__Synergistes","g__Bifidobacterium","g__Collinsella","g__Scardovia","g__feature_202","g__feature_203","g__Holdemania","g__feature_205","g__Megasphaera","g__feature_207","g__Pantoea","g__feature_209","g__feature_210","g__feature_211","g__Bilophila","g__feature_213","g__Butyricicoccus","g__Gallibacterium","g__feature_216","g__Hydrogenophaga","g__Peptoniphilus","g__feature_219","g__Lactobacillus"
"1629.SubjectIBD445",0,272.984229327292,32.8651102036591,14.776561176839,0,0,0,0.203814636921917,2.08910002844965,0,0,0,0,0,0,809.679122001929,0.0254768296152396,0,0,4.33106103459073,0.0509536592304792,0,0,0,0,0,0.0254768296152396,164.351027847911,0,0,0,0,0,0,0.101907318460958,0,0.0254768296152396,0,5.55394885612223,0.0254768296152396,2.16553051729536,0,0,0.0254768296152396,0,0.0509536592304792,0,12.2543550449302,0,2443.68654303455,0,3.56675614613354,0,0,1966.40361702265,0,83.3601865010639,0.0764304888457187,0,0,0,0,0,0,6.06348544842702,14.8020380064542,0,0,0,0,0,0,115.155269860883,0,0,0.229291466537156,0.203814636921917,0,0.0509536592304792,0,0,0,0.0509536592304792,0,0,0,0,0.178337807306677,0,0,12.3562623633912,0.0764304888457187,0,0,0.0254768296152396,0.0254768296152396,0.0254768296152396,0.0254768296152396,0,0,0.203814636921917,0.178337807306677,0.152860977691437,0,0,5.19727324150887,31.5403150636666,0,0,0,0,0,0,0,0,284.98381607607,0,0.203814636921917,0,0.0254768296152396,88.9650890164166,132.734282295398,0,0,0,0.0509536592304792,0,0.229291466537156,26.2156576740815,0,43.1577493682158,0,21.910073469106,0,0,0,0.0509536592304792,5.17179641189363,0,0,0,0,0,0,0,0.152860977691437,0,0,0,0,0,0,0,0.0254768296152396,0,0.0254768296152396,0,0.687874399611469,0,0,1.93623905075821,0,0,0,0,0.178337807306677,0,0,0,0,0,0.203814636921917,0,2.39482198383252,0,0,0,0,0,3.4138951684421,1162.73702680992,0,17.757350241822,0,0,0,15.2351441099133,0,0.0509536592304792,0,0,0,0,0,0,0,0,0,248.653857044738,14.9803758137609,0,0,0,0.382152444228594,0,0.0509536592304792,63.9977959934818,0.0254768296152396,0,0,0,0,0.0254768296152396,0,0,0,0,0,0,0.305721955382875
"1629.SubjectIBD489",0,940.892601106836,0,29.3228025821631,0,0,0.0251266517413565,0.603039641792556,0,0,0,0,0,0,0,127.542884239126,0.0251266517413565,0,0,12.6638324776437,0.201013213930852,15.2016243035207,0,0,0,0,0.0251266517413565,8.79432810947478,0.678419597016626,0,0,0,0.0251266517413565,0,0.0251266517413565,0,0.0753799552240696,0,11.0557267661969,0,0.0251266517413565,0,0,0,0,0.100506606965426,0.050253303482713,0.301519820896278,0,576.05361782234,0,0.402026427861704,0,0,70.5807647414705,0,147.166799249125,0.050253303482713,2.06038544279123,0,0.050253303482713,0,0,0,17.2368830945706,0.552786338309843,0,0,0,0,0,0,28.6946362886291,0,0,2.21114535323937,0.728672900499339,0.050253303482713,0.929686114430191,0,0,0,0,0,0,0,0,0.125633258706783,0,0.0251266517413565,17.6389095224323,7.31185565673475,0,0,17.2620097463119,0,0,0.0251266517413565,0,0.0251266517413565,0,0.050253303482713,0.251266517413565,0,0,226.466512144846,3.84437771642755,0,0,0.0753799552240696,0,0,0,0,0,390.041014981077,0,52.7408420051073,0,0.251266517413565,6.78419597016626,236.039766458303,0,0.0251266517413565,0,0.125633258706783,0.0251266517413565,0.301519820896278,94.5515905027246,0,2.889564950256,0,1.10557267661969,0,0,0,0.175886562189496,6.68368936320083,0,0.552786338309843,0,0,0,0,0,31.2324281145062,0,0,0,0,0.0753799552240696,0,0.050253303482713,0.125633258706783,0,0,0.753799552240696,6.15602967663235,0,0,5.779129900512,1.65835901492953,0.0251266517413565,0,0,0,0,0.0251266517413565,0,0,0,0,0,5.37710347265029,0.175886562189496,0.50253303482713,0,0,0,0,392.729566717402,0.0251266517413565,121.386854562493,0,0.0251266517413565,0.0251266517413565,61.7864366319957,0,0.0251266517413565,0,0,0,0,0,0,0,0,0,73.4200763882438,0.125633258706783,0,0,0,1.40709249751597,0.0251266517413565,0,45.7305061692689,0,0,0.100506606965426,0,2.93981825373871,0,0,0,0,0,0.050253303482713,0,3.36697133334177
"1629.SubjectIBD501",0,111.788730789661,0.409327423345982,37.2205660470123,0,0.16937686483282,0,3.95212684609914,0,0,0.127032648624615,0.0141147387360684,0,0,0,186.836796649337,0.0564589549442734,0,0,42.3442162082051,0,0.0564589549442734,0,0,0,0,0,37.1217628758598,0.437556900818119,0,0,0,0.0141147387360684,0.0141147387360684,0.465786378290256,0,0.0988031711524785,0,14.0159355649159,0,0.16937686483282,0,0,0.0141147387360684,0,0.0141147387360684,0,6.26694399881435,0,199.300110953285,0,0.0705736936803418,0,2.83706248594974,280.911530325232,0,15.6250157808277,3.59925837769743,0.0564589549442734,0,0.0141147387360684,0,0,0,1.24209700877402,37.6722376865664,0,0,0,0,0,0,11.362364682535,0,0,0,0.16937686483282,0,0.0988031711524785,0,0,0,0,0,0,0,0,0,0,0,11.2494467726465,0.606933765650939,0,0,0.0564589549442734,0,0,0.0564589549442734,0,0,0,89.4733288479373,0,0,0,2.44184980133983,6.16814082766187,0.0141147387360684,0,0.155262126096752,0,0,0.141147387360684,0,0,137.435211073098,0,5.22245333234529,0,0.973916972788717,11.0094962141333,156.631255754151,0,0,0,0.127032648624615,0.0141147387360684,0.0564589549442734,20.847469113173,0,4.89781434141572,0,0.479901117026324,0,0,0,0.0141147387360684,7283.78389209945,0,0,0,0,0,0,0,7.66430313368512,0.0141147387360684,0,0,0,0,0,0,0.0705736936803418,0,0,0,2.03252237799384,0,0,0.536360071970598,0.16937686483282,0,0,0,0,0,9.80974342156751,0.0282294774721367,0,0,0.0705736936803418,0,35.0468962816577,0.0282294774721367,0,0,0,0,41.1585781543753,420.802705938406,1.84903077442495,1.51027704475931,0,0.0705736936803418,0.183491603568889,25.3783002474509,0,0.0423442162082051,0,0,0.649277981859144,0,0.0141147387360684,0,0,0,0,85.1824482721725,13.7759850064027,0,0,0,0.0141147387360684,0.0141147387360684,28.7376080666352,67.8636638430167,0,0,0,0,1.9196044681053,0,0,0,0.0564589549442734,0,0,0,3.00643935078256
"1629.SubjectIBD506",0,55.7245235153603,0,9.48083248807506,0,0,0,16.2028084091814,0,0,0,0,0,0,0,131.61497479404,0.218956870394343,0,0,51.6081343519467,0,0.0437913740788686,0,0,0,0,0,12.5681243606353,4.70757271347838,0,0,0,0,0,0.15326980927604,0,0,0,5.56150450801631,0,0.131374122236606,0,0,0,0.0437913740788686,0,0,1.16047141309002,0,376.802878261625,0,0.0218956870394343,0,0.175165496315474,398.30444293435,0,8.78017050281316,1.81734202427305,0.0437913740788686,0,0,0,0,0,0.350330992630949,54.6297391633886,0,0,0,0,0,0,7.68538615084144,0,0,0,0.0656870611183029,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29184553532662,0.394122366709818,0.0218956870394343,0,0.0218956870394343,0,0,0.0218956870394343,0,0,0,83.9699597962306,0.0218956870394343,0,0.0437913740788686,0.416018053749252,7.61969908972314,0,0,0.131374122236606,0,0,0.0437913740788686,0,0,84.1451252925461,0,8.25467401386673,0,0,14.0351353922774,93.5602707195028,0,0,0,0.240852557433777,0,0.0218956870394343,15.5240421109589,0,3.50330992630949,0,1.20426278716889,0.0218956870394343,0,0,0.0218956870394343,3854.21020680346,0,0,0,0,0,0,0,11.8017753142551,0,0,0,0,0,0,0,0,0,0,0.0218956870394343,1.66407221499701,0,0.0218956870394343,0.0875827481577372,0,0.0218956870394343,0,0,0,0,4.37913740788686,0,0,0,0.437913740788686,0,0.569287863025292,0.0437913740788686,0,0,0,0.0437913740788686,1.79544633723361,218.562748027633,1.68596790203644,3.54710130038836,0,0.0218956870394343,0.0218956870394343,22.7058274598934,0,0.0218956870394343,0,0,0.328435305591515,0,0,0,0,0,0,22.8590972691694,12.152106306886,0,0,0,0.109478435197172,0,35.9089267446723,85.4807622019515,0,0,0,0,2.32094282618004,0.0218956870394343,0,0,0.416018053749252,0,0,0,0.0218956870394343
"1629.SubjectIBD529",0,262.000452507319,0.0229342132797023,0.0917368531188093,0,0.183473706237619,0,241.93301588758,0.068802639839107,0,0,0,0,0,0,553.815382278252,0,0,0,155.104084410627,0,0.0229342132797023,0,0,0,0.114671066398512,0.0229342132797023,1.65126335613857,0,0,0,0,0,0,0,0,0.275210559356428,0.068802639839107,11.4441724265715,0,0.206407919517321,0,0,0.0229342132797023,0.0917368531188093,0,0,17.6134757988114,0,4517.28318706313,0,6.00876387928201,0,0.114671066398512,1370.20457239582,0,537.279814503586,0.0917368531188093,0.275210559356428,0,0,0,0,0.114671066398512,41.1898470503454,232.988672708496,0.0229342132797023,0,0,0,0,0.252276346076726,171.80019167825,0.0229342132797023,0,0.366947412475237,1.0091053843069,0,0,0,0.0229342132797023,0,65.4313104869907,0,0.160539492957916,0,0,0,0,0,0,0.344013199195535,0.160539492957916,0.0458684265594046,0.0229342132797023,0,0,0.183473706237619,0,0,0.160539492957916,0.0917368531188093,0.0229342132797023,0,0.252276346076726,0.0458684265594046,25.2505688209523,0.0917368531188093,0,0,0,0,0,0,0,198.266273803027,0,3.69240833803207,0,0.0229342132797023,124.02822541663,100.772933151012,0.29814477263613,0.0229342132797023,0,0.0229342132797023,2.72917138028458,72.8161271630549,66.8073632837729,0,15.6870018833164,0,17.5217389456926,0,0,0,0.183473706237619,4.70151372233898,0,0,0,0,0,0,0,252.780898768879,0,0.0229342132797023,0,0,0.0229342132797023,0,0,0.344013199195535,0,0.160539492957916,7.15547454326712,1.33018437022273,0,0,0.504552692153451,0,0,0,0,0,0,0.0229342132797023,0,0,0,0,0,335.389935002367,0.137605279678214,0.0458684265594046,0,0,0.0229342132797023,10.4121328289849,478.499425867709,0,3.9446846841088,0,0,1.67419756941827,56.2576251751098,0,0.0229342132797023,0,0,0,0.0229342132797023,0.068802639839107,0,0,0,0,717.680336161725,72.9996008692925,0.068802639839107,0,0.412815839034642,0.206407919517321,0,1868.47329011063,462.674818704715,0,0,0.0229342132797023,0,24.1497265835265,0,0,0,0.435750052314344,0.0229342132797023,0,0,23.2323580523385
"1629.SubjectIBD534",0,496.90487408436,3.51169522321102,78.1248902010829,0,0.0206570307247707,0,0.185913276522936,0,0,0,0,0,0,0.0206570307247707,349.744187201093,0,0,0,1.87978979595414,0.0206570307247707,2.80935617856882,0,0,0,0,0.0413140614495414,51.8698041498993,16.6082527027157,0,0,0.28919843014679,0.0206570307247707,0.0413140614495414,0,0,0.0206570307247707,0,27.4325368024955,0,0,0,0,0.0619710921743122,0,0,0,0.144599215073395,0,57.839686029358,0,0.0206570307247707,0,0,162.219662281624,0,16.2777402111193,0.0826281228990829,6.17645218670645,0,0,0,0,0,15.8232855351744,5.06097252756883,0,0,0,0,0,0,27.6184500790185,0,0,33.6503030506515,0.826281228990829,0,1.85913276522936,0,0,0,0,0,0,0,0,0.537082798844039,0.0206570307247707,0,12.0637059432661,3.55300928466056,0,0,2.60278587132111,0.0206570307247707,0,0.185913276522936,0,0,0,0.0619710921743122,0.0206570307247707,0,0,9.15106461107343,5.01965846611929,0.743653106091746,0,0,0,0,0,0.0206570307247707,0.0413140614495414,467.819774823882,0,60.9588976687984,0.0206570307247707,0,3.13986867016515,512.996701018956,0,0.165256245798166,0,4.60651785162387,0.0206570307247707,0.0619710921743122,43.5450207678167,0,16.5669386412661,0,1.11547965913762,0,0,0,0.0206570307247707,84.6318548793856,0,0.185913276522936,0,0,0,0,0,7.02339044642204,0,0,0,0,0,0.0206570307247707,0,0.0619710921743122,0,0,0.826281228990829,4.97834440466974,0,0,0.103285153623854,0.722996075366975,0,0,0,0,0,0.0619710921743122,0,0,0,2.21030228755047,0,8.6759529044037,0.103285153623854,0.0826281228990829,0,0,0,0.0619710921743122,320.597116848442,14.0674379235689,85.9125907843214,0,0,0.0413140614495414,74.5718809164223,0,0.144599215073395,0,0,2.14833119537616,0,0.0206570307247707,0.0206570307247707,0,0,0,1681.91609864156,152.035746134312,0,0,0,0.268541399422019,0.123942184348624,0,14.5838636916881,0,0,0.0206570307247707,0,1.09482262841285,0,0,0,0.0206570307247707,0,0,0.144599215073395,0.144599215073395
"1629.SubjectIBD569",0,103.262774054882,1.04198797147906,10.6847919109293,0,0,0,7.38221986573297,0,0,0,0,0,0,0,243.613255569188,0,0,0,7.9650266972382,0,0.0706432523036648,0,0,0,0,0,26.138003352356,0.51216357920157,0,0,0,0,0,0.777075775340313,0,0,0.476841953049737,9.13064036024867,0,0.618128457657067,0,0,0.0176608130759162,0,0.0176608130759162,0,4.20327351206805,0,345.092287503403,0,0.0176608130759162,0,0,117.1088515064,0,77.4073437117407,0.706432523036648,0.158947317683246,0,0,0,0,0,4.50350733435863,0,0,0,0,0,0,0.123625691531413,12.0446745177748,0,0,13.9520423299738,0.176608130759162,0,0,0,0,0,0.0353216261518324,0,0,0,0,0.0706432523036648,0,0,0.971344719175391,1.7484204945157,0,0,12.1153177700785,0,0,0,0,0,0.0353216261518324,0.0176608130759162,0.0176608130759162,0,0.0176608130759162,1.50116911145288,8.38888621106019,0,0,0.335555448442408,0,0,0,0.158947317683246,0,232.7518555275,0,11.7267798824084,0,3.37321529749999,23.9304017178664,299.015226188337,0,0,0,0.0706432523036648,0.0176608130759162,0.0529824392277486,15.7534452637172,0,10.1019850794241,0,1.99567187757853,0,0,0,0.0529824392277486,117.885927281741,0,0.0176608130759162,0,0,0,0,0,11.9033880131675,0,0,0,0,0,0,0,0.0529824392277486,0,0,1.66011642913612,1.48350829837696,0,0,0.229590569986911,0.0706432523036648,0,0,0,0,0,0.158947317683246,0,0,0,3.30257204519633,0.300233822290575,13.5458436292277,0.158947317683246,0,0,0,0,0.317894635366492,254.757228620091,0,1.73075968143979,0,0.0176608130759162,0.0529824392277486,11.8504055739398,0,0.0529824392277486,0,0,0,0,0.0176608130759162,0,0,0,0,83.7828972321464,17.2192927490183,0,0,0,0.0529824392277486,0.0176608130759162,0,50.8278200324868,0,0,0,0,1.3069001676178,0.0529824392277486,0,0,0,0,0,0,0.865379840719894
"1629.SubjectIBD017",0,579.197061794686,4.2444763057996,59.7531807804165,0,0,0,228.662463277605,0.0173953946959,0,0,0,0,0,0,4084.75179170185,0.2783263151344,0,0.0173953946959,415.489002311571,0.1043723681754,0.0695815787836,0,0.0347907893918,0,0,1.7569348642859,147.495551626536,0.0173953946959,0,0,0,0,0,2.6788907831686,0,0.2783263151344,0,34.2167413668353,0,12.3855210234808,0.1913493416549,0,0.0173953946959,0.0521861840877,0.0173953946959,0,0.6262342090524,0,13218.4821030993,0,1.6873532855023,0,0,1901.57757118231,0,1072.80878168554,0.1217677628713,64.9544037944906,0,0.0173953946959,0,0,0,86.2637622969681,100.841103052132,0.0173953946959,0,0,0,0.0695815787836,0,135.614497049236,0,0,3.6356374914431,0.347907893918,0.0347907893918,2.4527506521219,0,0,0,0,0,0,0,0,1.217677628713,0.0347907893918,0,2.7484723619522,120.010828007014,0.1391631575672,0,0.0521861840877,0.0173953946959,0,1.8091210483736,0,0.0173953946959,1.043723681754,0.173953946959,0.2261401310467,0,0.0869769734795,0.3131171045262,380.5764451569,0.0173953946959,0,0,0.0173953946959,0,0,0.0347907893918,0,325.502625549681,0,27.2759788831712,0,0,308.629092694658,801.492810613592,0,0,0,3.131171045262,0.0173953946959,1.9308888112449,108.129773429714,0,136.74519770447,0,20.5091703464661,1.7221440748941,0,0.0173953946959,0.173953946959,5.1142460405946,0,0,0,0.1217677628713,0.0173953946959,0.0521861840877,0,987.780092411985,0.8349789454032,0,0.0173953946959,0,0.0347907893918,0,0,0.0521861840877,0,0,31.2247334791405,16.2472986459706,0,0,1.391631575672,0,0.0869769734795,0,0,0,0,0.1565585522631,0.0173953946959,0,0,24.9971821780083,0.0521861840877,6.1753651170445,0,765.188621883249,0,0,0,0.1913493416549,2343.07268856425,0,14.5077591763806,0,0,0.2783263151344,135.162216787143,0,0.4174894727016,0,0.1043723681754,0,0.0173953946959,0,0,0.0695815787836,0,0,534.560479005007,136.136358890113,0,0,0.4522802620934,2.3309828892506,0,0.0173953946959,537.413323735135,0,0,0.0347907893918,0,0.0173953946959,0.0173953946959,0,0,0.0173953946959,0,0.0695815787836,0,0.2783263151344
"1629.SubjectIBD129",0,338.327253611548,18.139563981126,2.84758116269194,0,1.51031929070954,0,21.5692473704456,0.0314649852231153,0,0.0314649852231153,0.0629299704462307,0,0,0,737.366196211096,0,0,0,138.949374745277,0,4.49949288690549,0,0,0,0,0.0629299704462307,20.6724952915868,0,0,0,0.0157324926115577,0.047197477834673,0,0.377579822677384,0,0.188789911338692,0,24.149376158741,0,3.83872819722007,0,0.0157324926115577,0.0786624630577883,0,0,0,11.7521719808336,0,2463.58248302904,0,0.0786624630577883,0,0.235987389173365,825.594014776712,0,142.473453090266,0.0314649852231153,0.0629299704462307,0,0,0,0,0,6.82790179341603,207.952087339569,0,0,0,0,0,0,56.4009860124342,0,0,0.0629299704462307,4.0117856159472,0,0.0314649852231153,0,0,0,0,0,0.0157324926115577,0,0,0.0786624630577883,0,0,1.93509659122159,1.76203917249446,0.0157324926115577,0,0.0157324926115577,0.0314649852231153,0,0.0786624630577883,0,0,0.094394955669346,0.0314649852231153,0,0,0,0.283184867008038,29.1837737944395,0,0,0.110127448280904,0.0157324926115577,0,0,0.393312315288942,0.220254896561807,277.096392367365,0,48.0627649283087,0,0,47.3705352534001,837.110199368372,0,0,0,0,0.0786624630577883,0.157324926115577,69.7264072544236,0,41.1247356866117,0,0,0,0,0,0.125859940892461,5.05013012831001,0,0.157324926115577,0,0,0,0,0,0.0157324926115577,0.141592433504019,0,0.141592433504019,0,0,0,0,0.377579822677384,0,0.094394955669346,0,7.23694660131653,0,0,0.73942715274321,0.110127448280904,0.0157324926115577,0,0,0,0,0.0157324926115577,0,0,0,0.157324926115577,0,143.448867632183,0.141592433504019,7.36280654220899,0,0,0,75.012524771907,865.381488591341,0.0157324926115577,12.9006439414773,0,0,0.440509793123615,31.6695076270656,0,0.094394955669346,0,0,0,0,0.188789911338692,0,0,0,0,357.835544449879,26.5407150356978,0,0,0,0.409044807900499,0,0.0786624630577883,101.034067551423,0,0,0.0314649852231153,0,6.92229674908537,1.62044673899044,0,0,0,0,0,0,8.07076870972908
"1629.SubjectIBD213",0,37.0906985694844,0.267320350050338,0.367565481319214,0,0,3.40833446314181,30.5079349494948,0.0334150437562922,0,0,0,0,0.0668300875125844,0,194.642629880402,0,0,0,54.7338416728067,0.0334150437562922,0,0.0334150437562922,0,0.0334150437562922,0,0.0334150437562922,12.8982068899288,0.0334150437562922,0,0,0,0,0,0,0,0.0668300875125844,0,3.84273003197361,0,0,0,0,0,0,15.6382404779448,0.0668300875125844,0.30073539380663,0.0334150437562922,504.76765098255,0,0.0334150437562922,0,0,172.555285957493,0,23.9251713295052,0.0334150437562922,0,0,0,0,0,0,3.80931498821731,35.2862862066446,0.90220618141989,0,0,0,0,0,15.0367696903315,0,0,6.04812291988889,0.200490262537753,0,0,0,0,0,0,0,0,0,0,0.100245131268877,0.0668300875125844,0,0.233905306294046,1.7375822753272,0.0668300875125844,0,0,2.20539288791529,0,0,0,0.434395568831799,0,0,0.801961050151013,0.0668300875125844,0.0668300875125844,4.51103090709945,12.0294157522652,0,0.0334150437562922,1.06928140020135,0,0,0.434395568831799,0.0334150437562922,0.701715918882137,52.027223128547,0,2.50612828172192,0,0,2.74003358801596,34.7850605503002,0.0334150437562922,0,0,3.27467428811664,0,0.233905306294046,5.71397248232597,0,5.41323708851934,0,12.8647918461725,0,0,0,0,6252.28883723984,0,0,0,0,0,0.0334150437562922,0,45.9791002086581,0,0,0,0,0,0,0,0,0,0,0,0.735130962638429,0,0,776.832937246282,0.200490262537753,0,0,0.60147078761326,0,0,0.0334150437562922,0,0.668300875125844,0,0,0,3.07418402557888,0.0334150437562922,0,0,0,0,0.133660175025169,117.554123934636,0,3.30808933187293,0,0,0,25.5290934298073,0.233905306294046,0.400980525075507,0,0,0,13.9006582026176,0,0,0,0,0,1.13611148771394,2.60637341299079,0,0,0,0.0668300875125844,0.100245131268877,0,20.1826864288005,0.90220618141989,0,0,0,3.17442915684776,0.634885831369552,0,0,0,0,0,0,0.0668300875125844
"1629.SubjectIBD424",0,309.772829979839,0,0.0356840029927242,0,0,0,25.5497461427905,0.0178420014963621,0,0,0,0,0,0,705.811737194588,0.107052008978173,0,0,184.825293500815,0.0178420014963621,0.178420014963621,0,0,0,0,0.0535260044890863,3.80034631872513,0.142736011970897,0,0,0,0.0178420014963621,0,0,0,0.0713680059854484,0.0178420014963621,8.35005670029746,0.0178420014963621,0.553102046387225,0,0,0,0,0,0,3.60408430226514,0,2215.67327182273,0,0.0713680059854484,0,0,501.021244019344,0,396.270853234202,3.46134829029425,0.0535260044890863,0,0,0,0,0.0535260044890863,7.1546426000412,0.0178420014963621,0,0,0,0,0,0,17.9312115038439,0,0,1.46304412270169,0.214104017956345,0,0,0.0178420014963621,0,0,0,0,0,0,0,1.21325610175262,0,0,4.0501343396742,7.97537466887386,0.0178420014963621,0,60.3773330636893,0,0,0,0,0,0.178420014963621,112.583029442045,0.0535260044890863,0,0.0178420014963621,19.9116736699401,70.4045379046449,0.0356840029927242,0,0.214104017956345,0.0178420014963621,0,0,0,2.31946019452707,212.444711817184,0,5.53102046387225,0.999152083796278,2.44435420500161,120.665456119897,211.927293773789,0,0,0,0.0892100074818105,0.0713680059854484,0.33899802843088,22.1419238569854,0,78.6832265989569,0,8.42142470628291,0.0178420014963621,0,0,0.142736011970897,257.138925565571,0,0,0,0,0,0,0,2.37298619901616,0.0713680059854484,0.0178420014963621,0.0356840029927242,0,0,0,0,0.303314025438156,0,0,18.0025795098294,4.03229233817784,0,0,0.231946019452707,0.178420014963621,0.0713680059854484,0,0,0,0,0.0535260044890863,0,0,0,0.231946019452707,0,34.2566428730152,0.107052008978173,0,0,0,0,0.392524032919966,673.321452469713,0,0.392524032919966,0,0,0,41.5004954805382,0,0.963468080803554,0,0,0.249788020949069,0,0,0,0.0178420014963621,0,0,1.05267808828536,2.94393024689975,0,0,0.0178420014963621,0.927784077810829,0,0,302.06508533341,0,0,0,0,1.034836086789,0.249788020949069,0,0,0.0356840029927242,0,0,0.0178420014963621,0.695838058358122
"1629.SubjectIBD103",0,85.2647330525565,0.32318850878338,0.190110887519635,0,0.26615524252749,0,15.2849153565787,1.33077621263745,0,0,1.1976985913737,0,0,0,519.478000147404,0.0190110887519635,0,0,132.944543642481,0,0,0,0.0190110887519635,0,0,0,4.67672783298303,0.0760443550078542,0,0,0,0,0,0.114066532511781,0,0.0380221775039271,0,6.78695868445098,0,0,0,1.4068205676453,0,0,0,0.0380221775039271,0.380221775039271,0,3286.96021194824,0,1.95814214145224,0,0.0380221775039271,261.89675864705,0,23.7638609399544,0,0,0,0,0,0,0,5.57024900432532,46.0068347797518,0,0,0,0,0,0,94.4470889197549,0,0,0.152088710015708,0.0190110887519635,0,0,0,0,0,0,0,0,0,0,0.0190110887519635,0,0,1.08363205886192,0.475277218799088,0,0,0.0190110887519635,0,0,0,0.0190110887519635,0,0,0.0760443550078542,0.0380221775039271,0,0,0.342199597535344,24.6383710225447,0,0,0,0,0,0,0,0,65.8163892592978,0,0.950554437598177,0,0,117.317428688367,66.1395777680812,0,0.0190110887519635,0,18.3076784681409,0,0.0760443550078542,12.8895181738313,0,6.93904739446669,0.0190110887519635,13.1366623276068,0.209121976271599,0,0.0190110887519635,0.171099798767672,0.437255041295161,0,0,0,0,0,0,0,122.86866660394,0.0760443550078542,0,0,0,0,0,0,0,0,0,12.1861078900086,0.494288307551052,0,0,0.418243952543198,0,0,0,0,8.2888346958561,0,0.0380221775039271,0,0,0,0,0.0190110887519635,6.57783670817938,0.0190110887519635,0,0,0,0,1.1976985913737,195.015748417642,0,1.1976985913737,0,0,0,24.6003488450408,0,0.0950554437598177,0,0,0,0,0,0,0,0,0,1.95814214145224,0.0570332662558906,0,0,0,0.0950554437598177,0,0.741432461326578,33.5925938247196,0,0,0,0,2.73759678028275,0,0,0.0190110887519635,0,0,0,0,0.779454638830505
